ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20190716,41.65,41.7,41.5,41.55,15309,41.79□,42.34□,42.26□,43.44□,13277◆,15264◆,18975◆,19137◆
20190717,41.45,41.5,41.3,41.3,19735,41.61□,42.27□,42.21□,43.41□,14505◆,15275◆,19218◆,19177◆
20190718,41.4,41.4,41.05,41.1,15416,41.44□,42.20□,42.16□,43.38□,15525◆,15444◆,19313◆,19111□
20190719,41.35,41.4,41.05,41.05,11936,41.33□,42.14□,42.10□,43.36□,15089□,15290□,19375◆,18895□
20190722,41.1,41.4,41.05,41.4,13191,41.28□,42.08□,42.05□,43.34□,15118◆,15425◆,19370□,18730□
20190723,41.3,41.35,41.2,41.2,9885,41.21□,42.01□,42.00□,43.32□,14033□,15443◆,19391◆,18622□
20190724,41.2,41.4,41.1,41.15,11259,41.18□,41.93□,41.94□,43.30□,12338□,15417□,19349□,18507□
20190725,41.15,41.3,41.1,41.2,8113,41.20◆,41.83□,41.88□,43.28□,10877□,14418□,19266□,18435□
20190726,41.2,41.25,41.1,41.15,7146,41.22◆,41.74□,41.81□,43.25□,9919□,13246□,18849□,18344□
20190729,41.1,41.35,41.1,41.2,7379,41.18□,41.66□,41.74□,43.23□,8757□,12162□,18574□,18277□
20190730,41.2,41.3,41.1,41.1,7213,41.16□,41.59□,41.68□,43.21□,8222□,11778□,18295□,18196□
20190731,41.05,41.1,40.8,40.8,15707,41.09□,41.51□,41.62□,43.19□,9112◆,11801◆,18320◆,18148□
20190801,40.55,40.7,40.45,40.5,15153,40.95□,41.41□,41.56□,43.16□,10520◆,12018◆,18302□,18061□
20190802,40.15,40.2,40,40.1,22876,40.74□,41.30□,41.50□,43.13□,13666◆,12705◆,18152□,18108◆
20190805,40,40.05,39.95,39.95,19224,40.49□,41.20□,41.45□,43.10□,16035◆,12976◆,18090□,18030□
20190806,39.5,40.1,39.1,39.9,19432,40.25□,41.10□,41.42□,43.07□,18479◆,13503◆,17734□,18007□
20190807,39.9,39.9,39.6,39.8,22302,40.05□,40.98□,41.40□,43.03□,19798◆,13938◆,16841□,18005□
20190808,39.85,40.15,39.85,39.95,8628,39.94□,40.88□,41.39□,43.00□,18493□,13854□,16545□,17911□
20190812,39.95,40.4,39.85,40,15548,39.92□,40.80□,41.39,42.96□,17027□,13925◆,16218□,17871□
20190813,39.95,40,39.8,39.8,17797,39.89□,40.71□,41.38□,42.92□,16742□,14163◆,16025□,17902◆
20190814,40,40.05,39.75,39.75,10317,39.86□,40.62□,41.38□,42.88□,14919□,13913□,15936□,17834□
20190815,39.5,39.5,39.3,39.35,18750,39.77□,40.52□,41.34□,42.84□,14208□,13864□,15764□,17905◆
20190816,39.1,40,38.85,39.55,50511,39.69□,40.45□,41.31□,42.79□,22585◆,15618◆,16313◆,18180◆
20190819,39.8,40.05,39.6,40,14557,39.69,40.39□,41.30□,42.75□,22387□,15750◆,16339◆,18178□
20190820,39.95,39.95,39.7,39.7,14128,39.67□,40.31□,41.28□,42.70□,21653□,15796◆,16260□,18189◆
20190821,39.7,39.75,39.5,39.5,9563,39.62□,40.22□,41.26□,42.65□,21502□,15780□,16264◆,18174□
20190822,39.5,39.7,39.4,39.45,9152,39.64◆,40.14□,41.25□,42.60□,19582□,15675□,14955□,18124□
20190823,39.5,39.9,39.5,39.85,8383,39.70◆,40.07□,41.24□,42.56□,11157□,15688◆,14871□,18014□
20190826,39.5,39.6,39.3,39.5,10828,39.60□,39.99□,41.22□,42.51□,10411□,15873◆,14823□,17823□
20190827,39.7,39.8,39.65,39.75,17828,39.61◆,39.92□,41.21□,42.47□,11151◆,16395◆,14767□,17851◆
20190828,39.8,40,39.75,39.95,8987,39.70◆,39.86□,41.19□,42.43□,11036□,16484◆,14764□,17846□
20190829,39.9,39.9,39.45,39.5,10416,39.71◆,39.79□,41.15□,42.39□,11289◆,16219□,14673□,17799□
20190830,39.7,40.15,39.55,40.15,18218,39.77◆,39.78□,41.14□,42.35□,13256◆,16372◆,14766◆,17856◆
20190902,40.1,40.15,39.95,39.95,6429,39.86◆,39.77□,41.13□,42.31□,12376□,15550□,14675□,17807□
20190903,39.9,40.15,39.8,39.8,8915,39.87◆,39.76□,41.10□,42.27□,10593□,15035□,14540□,17752□
20190904,39.7,40.1,39.7,39.95,9387,39.87,39.76◆,41.06□,42.23□,10673◆,14532□,14296□,17761◆
20190905,40,40.5,40,40.5,18906,40.07◆,39.80◆,41.04□,42.19□,12371◆,14363□,14419◆,17840◆
20190906,40.5,40.9,40.35,40.8,17050,40.20◆,39.84◆,41.03□,42.15□,12138□,14784◆,14463◆,17786□
20190909,40.6,41.1,40.6,40.95,11895,40.40◆,39.89◆,41.02□,42.11□,13231◆,14601□,14498◆,17767□
20190910,41.2,41.5,41.15,41.4,15564,40.72◆,39.97◆,41.02□,42.06□,14561◆,14489□,14594◆,17651□
20190911,41.6,41.6,41.2,41.4,16546,41.01◆,40.05◆,41.00□,42.02□,15992◆,14801◆,14659◆,17608□
20190912,41.5,41.6,41.4,41.5,15186,41.21◆,40.16◆,40.99□,41.97□,15248□,14623□,14587□,17616◆
20190916,41.5,41.65,41.5,41.55,10331,41.36◆,40.26◆,40.97□,41.94□,13905□,12614□,14559□,17491□
20190917,41.6,41.7,41.4,41.65,13775,41.50◆,40.34◆,40.96□,41.90□,14281◆,12574□,14538□,17454□
20190918,41.7,41.75,41.6,41.75,10510,41.57◆,40.44◆,40.94□,41.88□,13270□,12394□,14538◆,17396□
20190919,41.8,41.85,41.7,41.85,11498,41.66◆,40.56◆,40.93□,41.85□,12260□,12490◆,14571◆,17248□
20190920,41.85,41.95,41.4,41.55,19798,41.67◆,40.67◆,40.91□,41.83□,13183◆,13023◆,14705◆,17120□
20190923,41.45,41.5,41.15,41.15,7353,41.59□,40.73◆,40.88□,41.80□,12587□,12971□,14359□,16992□
20190924,41.15,41.6,41.05,41.6,11617,41.58□,40.84◆,40.85□,41.78□,12155□,13011◆,14043□,16965□
20190925,41.55,41.65,41.15,41.45,9961,41.52□,40.92◆,40.83□,41.75□,12046□,12617□,13725□,16964□
20190926,41.3,41.75,41.2,41.2,11818,41.39□,40.98◆,40.81□,41.72□,12110◆,12759◆,13673□,16957□
20190927,41.2,41.25,40.9,40.9,11812,41.26□,41.05◆,40.79□,41.69□,10512□,12829◆,13616□,16759□
20191001,41.25,41.5,41.05,41.25,11911,41.28◆,41.11◆,40.77□,41.67□,11424◆,12513□,13635◆,16633□
20191002,40.9,41.1,40.9,40.9,9106,41.14□,41.16◆,40.74□,41.64□,10922□,12647◆,13634□,16527□
20191003,40.5,40.5,40.3,40.3,12674,40.91□,41.18◆,40.71□,41.61□,11464◆,12835◆,13615□,16433□
20191004,40.3,40.6,40.25,40.6,9498,40.79□,41.21◆,40.69□,41.58□,11000□,12841◆,13625◆,16388□
20191007,40.6,40.65,40.3,40.4,6255,40.69□,41.21□,40.66□,41.55□,9889□,12208□,13503□,16309□
20191008,40.4,40.9,40.35,40.5,12583,40.54□,41.19□,40.64□,41.52□,10023◆,11985□,13541◆,16247□
20191009,40.5,40.7,40.45,40.55,8124,40.47□,41.17□,40.62□,41.49□,9827□,11796□,13441□,16162□
20191014,40.7,40.8,40.65,40.65,14203,40.54◆,41.14□,40.61□,41.46□,10133◆,11728□,13460◆,16156□
20191015,40.7,40.8,40.55,40.55,12611,40.53□,41.09□,40.59□,41.42□,10755◆,11531□,13415□,16195◆
20191016,40.6,41.2,40.6,41.1,20942,40.67◆,41.07□,40.59□,41.40□,13693◆,11819◆,13435◆,16326◆
20191017,41.1,41.3,40.85,41.3,15689,40.83◆,41.06□,40.59◆,41.37□,14314◆,12087◆,13440◆,16376◆
20191018,41.3,41.3,40.95,41.3,20450,40.98◆,41.04□,40.59◆,41.35□,16779◆,12421◆,13582◆,16478◆
20191021,41.2,41.3,41.1,41.3,9401,41.11◆,41.02□,40.59□,41.32□,15819□,12365□,13518□,16444□
20191022,41.4,41.6,41.25,41.5,16430,41.30◆,41.00□,40.60◆,41.30□,16583◆,12612◆,13627◆,16509◆
20191023,41.15,41.2,40.95,40.95,14738,41.27□,40.97□,40.59□,41.27□,15342□,12359□,13685◆,16517◆
20191024,40.95,41.15,40.95,41.15,12094,41.24□,40.97,40.59□,41.24□,14623□,12596◆,13752◆,16509□
20191025,41.2,41.3,41,41,11751,41.18□,40.94□,40.59□,41.20□,12883□,12603◆,13829◆,16339□
20191028,41.1,41.2,41,41,12604,41.12□,40.92□,40.59□,41.16□,13524◆,12735◆,13916◆,16245□
20191029,41.1,41.2,41,41.15,13128,41.05□,40.92□,40.59◆,41.13□,12863□,12800◆,14014◆,16155□
20191030,41.15,41.2,40.8,40.85,20469,41.03□,40.92□,40.59◆,41.10□,14009◆,13233◆,14094◆,16207◆
20191031,40.95,40.95,40.3,40.3,27780,40.86□,40.87□,40.58□,41.07□,17147◆,14027◆,14304◆,16303◆
20191101,40.3,40.45,40.1,40.1,20902,40.68□,40.83□,40.58,41.04□,18977◆,14616◆,14271□,16211□
20191104,40.3,40.95,40.2,40.95,18140,40.67□,40.86◆,40.60◆,41.03□,20084◆,14890◆,14253□,16172□
20191105,41.1,41.45,41.1,41.45,26859,40.73◆,40.90◆,40.63◆,41.02□,22830◆,15758◆,14377◆,16056□
20191106,41.55,43,41.5,43,80459,41.16◆,41.03◆,40.68◆,41.04◆,34828◆,19468◆,15346◆,16094◆
20191107,43.2,43.75,42.85,42.9,47135,41.68◆,41.15◆,40.73◆,41.06◆,38699◆,21196◆,15988◆,16267◆
20191108,43.2,43.25,42.5,42.7,23875,42.20◆,41.26◆,40.77◆,41.08◆,39294◆,21983◆,16127◆,16173□
20191111,42.7,42.8,42.05,42.25,23313,42.46◆,41.34◆,40.82◆,41.10◆,40328◆,22439◆,16219◆,16122□
20191112,42.6,43.15,42.6,42.8,22564,42.73◆,41.45◆,40.87◆,41.12◆,39469□,22936◆,16423◆,16179◆
20191113,42.6,42.75,42.3,42.35,12260,42.60□,41.52◆,40.92◆,41.13◆,25830□,22502□,16315□,16039□
20191114,42.35,42.35,42.05,42.15,10670,42.45□,41.56◆,40.96◆,41.14◆,18537□,22251□,15651□,15982□
20191115,42.5,42.65,42.3,42.55,12477,42.42□,41.62◆,41.00◆,41.15◆,16257□,21853□,15616□,15978□
20191118,42.6,42.8,42.6,42.75,14550,42.52◆,41.69◆,41.05◆,41.17◆,14504□,22110◆,15623◆,15942□
20191119,42.6,42.75,42.3,42.7,12811,42.50□,41.75◆,41.11◆,41.18◆,12554□,21929□,15677◆,15970◆
20191120,42.4,42.45,42.2,42.3,12076,42.49□,41.82◆,41.15◆,41.20◆,12517□,21796□,15726◆,15340□
20191121,42.1,42.15,41.9,42.05,11993,42.47□,41.87◆,41.19◆,41.21◆,12782◆,21791□,15786◆,15329□
20191122,42.1,42.4,41.95,42.4,8398,42.44□,41.94◆,41.24◆,41.23◆,11966□,21623□,15745□,15284□
20191125,42.5,42.55,42.4,42.5,14015,42.39□,42.01◆,41.28◆,41.24◆,11859□,21694◆,15682□,15224□
