ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20211220,607,607,598,598,21354,601.80□,602.90□,596.78,595.28◆,22317◆,23335◆,22928◆,25259□
20211221,597,600,595,597,16978,601.40□,602.15□,596.70□,595.32◆,21203□,23213□,22887□,25248□
20211222,598,601,598,600,9813,601.4,602.00□,596.80◆,595.42◆,18805□,22685□,22773□,25178□
20211223,607,608,602,606,16633,601.60◆,602.15◆,597.23◆,595.54◆,17773□,22923◆,22229□,25076□
20211224,606,609,604,604,11040,601.00□,602.55◆,597.63◆,595.64◆,15164□,22149□,21906□,25060□
20211227,604,610,604,606,16230,602.60◆,603.20◆,598.17◆,595.74◆,14139□,21793□,21566□,25054□
20211228,610,615,610,615,33830,606.20◆,604.15◆,598.88◆,595.97◆,17509◆,20385□,21781◆,25160◆
20211229,615,619,614,616,24475,609.40◆,604.95◆,599.62◆,596.23◆,20442◆,20540◆,21626□,25123□
20211230,619,620,615,615,19650,611.20◆,604.95,600.35◆,596.42◆,21045◆,19269□,21412□,25026□
20220103,619,632,618,631,68966,616.60◆,606.10◆,601.20◆,596.62◆,32630◆,21566◆,22097◆,25163◆
20220104,645,656,644,656,79257,626.60◆,608.90◆,602.55◆,596.98◆,45236◆,24351◆,23114◆,25504◆
20220105,669,669,646,650,69520,633.60◆,611.05◆,603.80◆,597.28◆,52374◆,26898◆,23831◆,25901◆
20220106,638,646,636,644,53158,639.20◆,613.15◆,605.02◆,597.73◆,58110◆,28517◆,24402◆,25862□
20220107,643,646,632,634,38179,643.00◆,614.45◆,606.03◆,598.17◆,61816◆,29874◆,24807◆,25841□
20220110,628,645,627,643,38235,645.40◆,616.35◆,606.75◆,598.68◆,55670□,31262◆,24559□,26033◆
20220111,646,651,639,651,33154,644.40□,618.85◆,607.77◆,599.23◆,46449□,32035◆,24793◆,26094◆
20220112,657,660,650,660,38781,646.40◆,621.90◆,608.77◆,599.81◆,40302□,32847◆,25150◆,26200◆
20220113,658,662,655,661,37994,649.80◆,624.95◆,609.82◆,600.44◆,37269□,33656◆,25511◆,26390◆
20220114,673,673,661,672,95044,657.40◆,628.30◆,611.08◆,601.21◆,48642◆,37319◆,26826◆,27002◆
20220117,685,688,678,683,59522,665.40◆,632.10◆,612.47◆,602.07◆,52899◆,39091◆,27585◆,27350◆
20220118,678,681,662,662,43498,667.60◆,635.30◆,613.62◆,602.76◆,54968◆,40198◆,28031◆,27412◆
20220119,652,660,651,654,40319,666.40□,638.15◆,614.53◆,603.35◆,55276◆,41365◆,28370◆,27555◆
20220120,650,657,646,651,46450,664.40□,640.70◆,615.40◆,603.94◆,56967◆,43197◆,28895◆,27784◆
20220121,644,646,637,641,49532,658.20□,642.45◆,616.17◆,604.37◆,47864□,44842◆,29445◆,28001◆
20220124,639,655,637,653,47091,652.20□,644.90◆,617.22◆,604.86◆,45378□,46644◆,29800◆,28204◆
20220125,643,645,638,641,52276,648.00□,646.65◆,618.07◆,605.23◆,47134◆,48447◆,30404◆,28471◆
20220126,635,641,635,636,29894,644.40□,647.70◆,618.80◆,605.57◆,45049□,48250□,30649◆,28594◆
