ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20210204,626,632,620,627,46304,618.20◆,615.65◆,542.68◆,0,66195□,72967□,51535◆,0
20210205,638,641,631,632,53182,626.40◆,618.25◆,545.58◆,0,58751□,72653□,51754◆,0
20210217,663,668,660,663,107483,636.80◆,622.20◆,548.93◆,0,66781◆,75589◆,53029◆,0
20210218,664,665,656,660,52978,642.40◆,625.65◆,551.86◆,0,61716□,75732◆,52548□,0
20210219,656,657,647,652,50168,646.80◆,628.00◆,554.63◆,0,62023◆,75112□,52179□,0
20210222,660,662,650,650,36395,651.40◆,630.90◆,557.18◆,0,60041□,73178□,51948□,0
20210223,641,643,633,641,49974,653.20◆,632.90◆,559.70◆,0,59400□,71091□,52045◆,0
20210224,627,636,625,625,65996,645.60□,633.80◆,561.98◆,0,51102□,72109◆,52608◆,0
20210225,636,636,628,635,43137,640.60□,634.20◆,564.29◆,0,49134□,71739□,52693◆,0
20210226,611,618,606,606,111721,631.40□,632.15□,566.19◆,0,61445◆,73231◆,53964◆,0
20210302,621,622,609,609,53870,623.20□,628.95□,568.23◆,0,64940◆,71479□,54173◆,0
20210303,609,622,601,622,48190,619.40□,627.60□,570.44◆,0,64583□,67647□,54496◆,0
20210304,609,611,601,601,67547,614.60□,626.00□,572.31◆,0,64893◆,66381□,55073◆,0
20210305,588,605,584,601,79785,607.80□,625.20□,574.32◆,0,72223◆,65376□,54408□,0
20210308,608,610,598,598,43087,606.20□,624.35□,576.12◆,0,58496□,64538□,54510◆,0
20210309,585,595,585,595,68662,603.40□,624.05□,577.72◆,0,61454◆,63158□,54812◆,0
20210310,601,601,593,597,40066,598.40□,624.35◆,579.38◆,0,59830□,60641□,54887◆,0
20210311,596,612,595,609,54361,600.00◆,624.25□,581.15◆,0,57192□,59992□,54941◆,0
20210312,615,618,609,614,33106,602.60◆,623.35□,582.82◆,0,47857□,57732□,54756□,0
20210315,614,614,609,611,27345,605.20◆,622.40□,584.27◆,0,44708□,56668□,54534□,0
20210316,610,613,607,613,36895,608.80◆,621.70□,585.82◆,0,38355□,56198□,54428□,0
20210317,612,612,602,604,39447,610.20◆,620.30□,587.35◆,0,38231□,55511□,54379□,0
20210318,606,609,602,602,29329,608.80□,617.25□,588.78◆,0,33225□,51603□,54108□,0
20210319,594,598,591,591,70631,604.20□,613.80□,590.17◆,0,40730◆,52486◆,54783◆,0
20210322,588,598,586,593,34003,600.60□,610.85□,591.65◆,0,42061◆,51677□,54687□,0
20210323,597,603,593,594,29318,596.80□,608.05□,593.02◆,0,40546□,51324□,54310□,0
20210324,571,582,571,576,107034,591.20□,604.80□,594.15◆,0,54063◆,54177◆,55457◆,0
20210325,572,581,570,575,67664,585.80□,602.30□,595.23◆,0,61730◆,54260◆,55920◆,0
20210326,582,592,580,590,36762,585.60□,600.05□,596.47◆,0,54956□,53941□,55954◆,0
20210329,599,602,596,599,37806,586.80◆,599.70□,597.97◆,0,55717◆,50246□,56211◆,0
20210330,600,600,592,597,33054,587.40◆,599.10□,599.43◆,0,56464◆,49205□,56461◆,0
20210331,596,597,587,587,38636,589.60◆,597.35□,600.72◆,0,42785□,48727□,56857◆,0
20210401,598,602,594,602,43009,595.00◆,597.40◆,602.23◆,0,37854□,47500□,57369◆,0
20210406,615,616,608,610,36531,599.00◆,597.85◆,603.82◆,0,37807□,45337□,57660◆,0
20210407,614,614,608,610,24529,601.20◆,598.45◆,605.40◆,0,35152□,44410□,57738◆,0
20210408,606,613,603,613,23891,604.40◆,599.35◆,606.87◆,0,33319□,42171□,57366□,0
20210409,618,618,609,610,27256,609.00◆,600.00◆,608.20◆,0,31043□,41530□,57321□,0
20210412,612,613,603,605,22535,609.60◆,599.80□,609.35◆,0,26949□,39939□,57052□,0
20210413,604,613,604,605,25929,608.60□,599.35□,610.40◆,0,24828□,39580□,56912□,0
20210414,608,612,600,612,29995,609.00◆,599.40◆,611.45◆,0,25921◆,39713◆,56529□,0
20210415,612,619,607,619,33385,610.20◆,599.70◆,612.35◆,0,27820◆,39537□,56234□,0
20210416,610,611,603,610,48436,610.2,600.00◆,612.85◆,0,32056◆,39987◆,56050□,0
20210419,605,607,601,603,24149,609.80□,600.05◆,613.17◆,0,32379◆,39728□,55640□,0
20210420,598,602,595,602,34626,609.20□,600.60◆,613.35◆,0,34118◆,37928□,55382□,0
20210421,599,599,592,592,38336,605.20□,600.55□,613.13□,0,35787◆,38144◆,54978□,0
20210422,596,598,591,591,33760,599.60□,600.40□,613.12□,0,35862◆,38366◆,54289□,0
20210423,592,602,590,602,27625,598.00□,601.70◆,613.13◆,0,31699□,34396□,53221□,0
20210426,605,610,603,610,30825,599.40◆,603.45◆,613.18◆,0,33035◆,32554□,52974□,0
20210427,608,611,605,610,26271,601.00◆,604.45◆,612.90□,0,31364□,32029□,52570□,0
20210428,606,608,601,602,23942,603.00◆,604.60◆,612.15□,0,28485□,31336□,51604□,0
20210429,609,609,600,600,31755,604.80◆,604.75◆,610.93□,0,28084□,31271□,50652□,0
20210503,595,597,588,588,41628,602.00□,604.80◆,609.92□,0,30884◆,31421◆,49265□,0
20210504,588,594,582,591,40221,598.20□,604.25□,609.22□,0,32764◆,31281□,48387□,0
20210505,594,594,585,585,29133,593.20□,603.00□,608.68□,0,33336◆,30911□,47208□,0
20210506,590,590,580,587,30682,590.20□,601.85□,608.22□,0,34684◆,31219◆,46722□,0
20210507,594,600,589,599,28020,590.00□,601.15□,608.18□,0,33937□,31426◆,45585□,0
20210510,596,597,588,589,20305,590.20◆,600.10□,608.15□,0,29672□,31078□,44416□,0
20210511,579,580,570,571,59213,586.20□,598.40□,607.48□,0,33471◆,32912◆,44281□,0
20210512,567,571,518,560,131463,581.20□,596.15□,606.28□,571.57,53937◆,38189◆,45167◆,48156
20210513,547,563,541,547,66674,573.20□,592.90□,604.90□,572.37◆,61135◆,40023◆,45468◆,48422◆
20210514,556,562,552,557,37417,564.80□,589.80□,603.73□,573.21◆,63015◆,40224◆,45320□,48428◆
20210517,544,558,541,549,56159,556.80□,586.75□,602.35□,573.96◆,70185◆,40610◆,45369◆,48562◆
20210518,563,573,555,572,43628,557.00◆,585.20□,600.83□,574.88◆,67068□,41584◆,44305□,48667◆
20210519,571,572,565,567,28873,558.40◆,583.45□,599.28□,575.57◆,46550□,41297□,43903□,48226□
20210520,567,571,560,567,29650,562.40◆,582.20□,597.87□,576.25◆,39146□,40862□,43561□,47870□
20210521,572,577,568,573,27330,565.60◆,581.30□,596.58□,576.88◆,37128□,40541□,43410□,47679□
20210524,570,572,566,568,15609,569.40◆,579.60□,595.37□,577.53◆,29018□,39940□,42837□,47441□
20210525,576,584,573,583,32993,571.60◆,578.25□,594.67□,578.33◆,26891□,40048◆,42287□,47448◆
20210526,587,588,581,585,18669,575.20◆,577.00□,593.83□,579.06◆,24850□,39668□,41880□,47286□
20210527,580,582,573,582,62139,578.20◆,576.00□,593.43□,579.81◆,31348◆,41578◆,41053□,47509◆
20210528,587,592,582,590,29046,581.60◆,575.50□,593.12□,580.67◆,31691◆,41443□,40640□,47406□
20210531,595,597,590,597,30620,587.40◆,575.95◆,592.70□,581.57◆,34694◆,40892□,40347□,47421◆
20210601,598,599,595,598,17779,590.40◆,576.30◆,592.65□,582.48◆,31651□,39770□,39517□,47295□
20210602,600,600,593,595,21837,592.40◆,576.80◆,592.55□,583.43◆,32284◆,39405□,38551□,46480□
20210603,600,600,596,596,21043,595.20◆,577.25◆,592.52□,584.32◆,24065□,38923□,38184□,46347□
20210604,591,595,590,595,15722,596.20◆,577.05□,592.52,585.12◆,21400□,38309□,37302□,46057□
20210607,594,595,583,592,17051,595.20□,577.20◆,592.43□,585.91◆,18687□,38146□,36918□,45902□
20210608,590,595,588,589,13376,593.40□,578.10◆,592.10□,586.63◆,17806□,35854□,36235□,45588□
20210609,586,588,583,586,19997,591.60□,579.40◆,591.63□,587.23◆,17438□,30281□,36017□,45386□
20210610,591,599,587,599,28488,592.20◆,582.00◆,591.43□,587.85◆,18927◆,28371□,36036◆,45285□
20210611,602,603,600,602,24198,593.60◆,584.25◆,591.25□,588.53◆,20622◆,27710□,35824□,45126□
20210615,607,609,606,609,25935,597.00◆,587.25◆,591.33◆,589.34◆,22399◆,26199□,35599□,44989□
20210616,608,608,605,605,25819,600.20◆,588.90◆,591.38◆,590.08◆,24888◆,25309□,35540□,44824□
20210617,601,606,598,606,22842,604.20◆,590.85◆,591.63◆,590.90◆,25457◆,25007□,34744□,44763□
20210618,608,608,601,603,32610,605.00◆,592.65◆,591.80◆,591.73◆,26281◆,25155◆,34721□,44704□
20210621,590,594,583,583,44201,601.20□,593.15◆,591.62□,592.32◆,30282◆,25999◆,34969◆,44639□
20210622,585,588,578,578,27763,595.00□,593.65◆,591.65◆,592.90◆,30647◆,26607◆,33647□,44552□
20210623,583,598,581,595,34358,593.00□,594.25◆,591.98◆,593.61◆,32355◆,26675◆,33092□,44506□
20210624,598,598,588,590,16505,589.80□,594.50◆,591.98,594.23◆,31088□,26567□,32755□,44354□
20210625,598,598,589,591,18812,587.40□,594.95◆,591.85□,594.91◆,28328□,24400□,32438□,44325□
20210628,590,590,586,590,14993,588.80◆,594.95,591.73□,595.58◆,22486□,23698□,32137□,44299□
20210629,598,598,591,595,28632,592.20◆,594.85□,591.87◆,596.29◆,22660◆,23598□,31970□,44414◆
20210630,599,599,595,595,24838,592.2,594.70□,591.75□,596.99◆,20756□,23951◆,31668□,44518◆
20210701,596,597,591,593,18215,592.80◆,594.60□,591.47□,597.64◆,21098◆,23770□,31362□,44511□
20210702,590,593,587,588,18291,592.20□,594.20□,591.10□,598.25◆,20994□,23632□,31258□,44498□
20210705,588,597,588,591,28811,592.40◆,594.00□,590.73□,598.80◆,23758◆,24287◆,31340◆,44353□
20210706,595,596,589,592,12962,591.80□,594,590.43□,599.32◆,20624□,24082□,31102□,44212□
20210707,590,594,588,594,16923,591.60□,594.25◆,590.25□,599.80◆,19041□,24260◆,31009□,44030□
20210708,595,595,588,588,21116,590.60□,594.35◆,589.97□,600.18◆,19621◆,24316◆,30928□,43920□
20210709,582,585,580,584,28998,589.80□,593.60□,589.50□,600.48◆,21762◆,24341◆,30912□,43720□
20210712,595,597,590,593,31279,590.20◆,593.15□,589.07□,600.71◆,22256◆,24695◆,30877□,43555□
20210713,600,608,599,607,52456,593.20◆,593.05□,589.02□,600.93◆,30155◆,26021◆,30944◆,43497□
20210714,613,615,608,613,38329,597.00◆,593.45◆,589.18◆,601.18◆,34436◆,26647◆,31180◆,43410□
20210715,613,614,608,614,21956,602.20◆,593.85◆,589.38◆,601.37◆,34604◆,26603□,30969□,43175□
20210716,591,595,588,589,57855,603.20◆,593.15□,589.33□,601.23□,40375◆,27865◆,31294◆,43136□
20210719,583,584,578,582,40587,601.00□,593.10□,589.18□,601.15□,42237◆,27684□,31408◆,42849□
20210720,579,584,579,581,15284,595.80□,593.25◆,588.83□,600.98□,34802□,27060□,31202□,42212□
20210721,586,586,580,585,25794,590.20□,592.75□,588.42□,600.80□,32295□,26632□,31118□,42046□
20210722,589,594,587,591,26032,585.60□,592.80◆,588.10□,600.50□,33111◆,27108◆,31114□,41842□
20210723,592,592,583,585,15248,584.80□,592.50□,587.82□,599.98□,24589□,26930□,30969□,41287□
20210726,591,591,580,580,21557,584.40□,592.00□,587.48□,599.21□,20783□,27258◆,30800□,40726□
20210727,581,584,580,580,17744,584.20□,591.25□,587.35□,598.63□,21275◆,26714□,30401□,39833□
20210728,576,579,573,579,36128,583.00□,590.45□,587.15□,598.18□,23342◆,27278◆,30333□,39360□
20210729,585,585,577,583,23185,581.40□,589.95□,587.12□,597.90□,22773□,27527◆,30234□,38721□
20210730,581,582,578,580,18952,580.40□,589.55□,587.00□,597.61□,23513◆,27560◆,30039□,38380□
20210802,583,590,580,590,23462,582.40◆,589.50□,586.85□,597.52□,23894◆,27292□,29963□,37774□
20210803,594,594,590,594,22714,585.20◆,589.60◆,586.93◆,597.54◆,24888◆,27780◆,30003◆,37210□
20210804,598,598,594,596,20294,588.60◆,589.70◆,587.35◆,597.42□,21722□,27949◆,29354□,36818□
20210805,598,598,593,596,15091,591.20◆,590.10◆,587.95◆,597.12□,20103□,27647□,27415□,36291□
20210806,596,596,588,591,13657,593.40◆,590.45◆,588.68◆,596.79□,19044□,26880□,26531□,35999□
20210809,590,595,583,595,17372,594.40◆,590.55◆,589.32◆,596.53□,17826□,26185□,26197□,35758□
20210810,596,596,589,591,17163,593.80□,589.75□,590.02◆,596.18□,16716□,24420□,25547□,35458□
20210811,590,590,585,590,19952,592.60□,588.60□,590.32◆,595.58□,16647□,23501□,25152□,34729□
20210812,586,588,584,586,15422,590.60□,587.20□,590.63◆,594.96□,16713◆,23175□,24928□,34416□
20210813,585,585,579,581,22483,588.60□,586.80□,590.87◆,594.37□,18479◆,21406□,24809□,34185□
20210816,582,586,578,584,19296,586.40□,586.90◆,591.05◆,593.82□,18863◆,20342□,24675□,34043□
20210817,580,582,578,580,31408,584.20□,586.85□,591.25◆,593.31□,21712◆,21148◆,24938◆,33888□
20210818,568,575,566,574,43678,581.00□,586.30□,591.10□,592.88□,26458◆,22042◆,25116◆,33702□
20210819,573,573,559,559,38791,575.60□,584.70□,590.67□,592.25□,31131◆,22680◆,25452◆,33666□
20210820,560,563,551,552,45556,569.80□,583.05□,590.17□,591.80□,35746◆,24195◆,25175□,33114□
20210823,560,572,559,566,33644,566.20□,582.35□,589.77□,591.44□,38616◆,24800◆,25252◆,32946□
20210824,574,575,571,572,24820,564.60□,581.95□,589.35□,591.03□,37298□,25154◆,25155□,32751□
20210825,579,585,574,585,27455,566.80◆,582.25◆,589.13□,590.89□,34053□,24720□,25316◆,32417□
20210826,601,603,591,594,43782,573.80◆,582.80◆,589.12□,590.83□,35052◆,25750◆,25682◆,32117□
20210827,596,600,593,599,27055,583.20◆,583.75◆,589.17◆,590.84◆,31351□,26155◆,25782◆,31983□
20210830,602,605,599,605,36506,591.00◆,584.50◆,589.33◆,590.93◆,31924◆,26807◆,26129◆,31715□
20210831,604,614,598,614,52624,599.40◆,585.50◆,589.70◆,591.07◆,37485◆,28303◆,26722◆,31820◆
20210901,614,614,608,613,30024,605.00◆,586.35◆,590.10◆,591.10◆,37998◆,28789◆,26999◆,31617□
20210902,613,615,607,607,24072,607.60◆,586.90◆,590.45◆,591.04□,34056□,29238◆,27067◆,31542□
20210903,610,620,610,620,51467,611.80◆,588.35◆,590.80◆,591.12◆,38939◆,31129◆,27450◆,31743◆
20210906,623,638,621,631,55516,617.00◆,590.15◆,591.28◆,591.27◆,42741◆,33036◆,27972◆,31898◆
20210907,634,634,623,623,26476,618.80◆,591.75◆,591.52◆,591.43◆,37511□,33501◆,27981◆,31790□
20210908,622,627,612,619,37774,620.00◆,593.20◆,591.75◆,591.57◆,39061◆,34393◆,28180◆,31860◆
20210909,612,620,610,619,18706,622.40◆,594.85◆,591.97◆,591.80◆,37988□,34557◆,28111□,31428□
20210910,615,623,614,622,16233,622.80◆,596.90◆,592.28◆,592.04◆,30941□,34244□,27838□,31279□
20210913,619,620,613,615,15169,619.60□,598.45◆,592.82◆,592.22◆,22872□,34038□,27355□,31162□
20210914,618,618,612,613,14411,617.60□,600.10◆,593.40◆,592.53◆,20459□,33188□,27132□,30390□
20210915,610,613,607,607,23387,615.20□,601.75◆,593.60◆,592.79◆,17581□,32174□,26949□,30021□
20210916,603,607,599,600,22502,611.40□,603.80◆,593.77◆,592.88◆,18341◆,31359□,27049◆,29902□
20210917,600,610,599,600,40681,607.00□,606.20◆,593.92◆,592.88◆,23230◆,31115□,27414◆,29926◆
20210922,586,589,583,586,40591,601.20□,607.20◆,593.85□,592.79□,28315◆,31463◆,27840◆,29989◆
20210923,588,593,588,588,21677,596.20□,608.00◆,593.73□,592.80◆,29768◆,31306□,27724□,29847□
20210924,591,598,590,598,16700,594.40□,608.65◆,593.78◆,592.77□,28430□,30768□,27589□,29628□
20210927,600,602,593,602,19439,594.80◆,609.05◆,593.93◆,592.70□,27818□,29551□,27609◆,29486□
20210928,595,596,592,594,16681,593.60□,608.80□,594.03◆,592.57□,23018□,29032□,27582□,29420□
20210929,580,583,577,580,49259,592.40□,607.55□,593.85□,592.29□,24751◆,29670◆,27923◆,29632◆
20210930,580,585,575,580,30432,590.80□,605.85□,593.65□,592.04□,26502◆,28560□,28214◆,29658◆
20211001,579,579,571,574,36649,586.00□,603.90□,593.32□,591.78□,30492◆,28891◆,28543◆,29776◆
20211004,574,575,569,572,20913,580.00□,602.15□,593.05□,591.51□,30787◆,28733□,28540□,29734□
20211005,562,572,560,572,33794,575.60□,599.75□,592.85□,591.18□,34210◆,27850□,28620◆,29766◆
20211006,573,574,565,571,32473,573.80□,596.75□,592.48□,590.78□,30852□,26697□,28639◆,29758□
20211007,575,582,572,580,27877,573.8,594.60□,592.03□,590.53□,30341□,26768◆,28230□,29587□
20211008,582,583,573,575,18247,574.00◆,592.40□,591.40□,590.29□,26661□,25791□,27895□,29538□
20211012,570,575,564,575,26482,574.60◆,590.20□,590.75□,590.07□,27775◆,26180◆,27970◆,29470□
20211013,572,575,570,571,18863,574.40□,587.65□,590.45□,589.89□,24789□,26311◆,27321□,29307□
20211014,579,579,573,573,13891,574.80◆,585.55□,590.30□,589.74□,21072□,26248□,26876□,29142□
20211015,592,600,586,600,53102,578.80◆,584.90□,590.62◆,589.73□,26117◆,28182◆,27506◆,29354◆
20211018,604,604,590,590,19120,581.80◆,584.05□,590.70◆,589.56□,26292◆,27969□,27395□,29257□
20211019,598,600,593,600,17363,586.80◆,584.05,590.85◆,589.48□,24468□,27712□,27250□,29182□
20211020,603,604,597,598,16349,592.20◆,583.95□,591.07◆,589.44□,23965□,26495□,27269◆,29119□
20211021,602,603,595,596,16145,596.80◆,584.45◆,591.33◆,589.41□,24416◆,25273□,27178□,28989□
20211022,600,602,594,600,13976,596.8,585.05◆,591.67◆,589.51◆,16591□,24888□,27116□,28759□
20211025,597,597,590,593,16766,597.40◆,584.80□,591.90◆,589.53◆,16120□,24891◆,26793□,28563□
20211026,595,600,593,599,19978,597.20□,584.65□,592.17◆,589.64◆,16643◆,24918◆,26739□,28487□
20211027,598,599,594,599,14943,597.40◆,584.90◆,592.48◆,589.74◆,16362□,24831□,26673□,28356□
20211028,598,598,591,595,16552,597.20□,585.65◆,592.57◆,589.71□,16443◆,23196□,26557□,28260□
20211029,595,596,589,590,25733,595.20□,586.15◆,592.50□,589.72◆,18795◆,22961□,26608◆,28305◆
20211101,591,593,590,590,16071,594.60□,586.95◆,592.40□,589.88◆,18656□,21932□,26537□,27946□
20211102,594,597,590,592,15175,593.20□,587.95◆,592.33□,590.14◆,17695□,21645□,26539◆,26977□
20211103,597,597,592,592,10209,591.80□,588.95◆,592.35◆,590.52◆,16748□,20466□,26481□,26506□
20211104,592,594,585,587,17908,590.20□,589.75◆,592.22□,590.77◆,17019◆,19738□,26490◆,26344□
20211105,598,600,595,600,33243,592.20◆,590.75◆,592.37◆,591.19◆,18521◆,20006◆,26758◆,26153□
20211108,600,602,598,602,19719,594.60◆,592.10◆,592.57◆,591.44◆,19251◆,20080◆,26754□,25953□
20211109,611,617,610,611,39492,598.40◆,593.90◆,592.98◆,591.81◆,24114◆,20730◆,27156◆,26042◆
20211110,611,612,608,612,15996,602.40◆,595.95◆,593.50◆,592.18◆,25272◆,20587□,27047□,25928□
20211111,600,606,600,606,18442,606.20◆,597.60◆,593.87◆,592.46◆,25379◆,20814◆,27033□,25854□
20211112,610,611,602,604,15799,607.00◆,597.80◆,594.27◆,592.76◆,21890□,18949□,26773□,25856◆
20211115,609,611,607,608,15528,608.20◆,598.70◆,594.83◆,592.97◆,21052□,18769□,26304□,25710□
20211116,612,612,608,610,20893,608.00□,599.20◆,595.68◆,593.18◆,17332□,18946◆,26006□,25729◆
20211117,615,615,608,610,19697,607.60□,599.80◆,596.65◆,593.41◆,18072◆,19113◆,25575□,25375□
20211118,613,614,607,613,20005,609.00◆,600.65◆,597.43◆,593.60◆,18385◆,19306◆,25347□,25300□
20211119,622,623,617,618,35514,611.80◆,601.55◆,598.20◆,593.78◆,22328◆,20383◆,25526◆,25340◆
20211122,618,618,615,615,20284,613.20◆,602.65◆,598.70◆,593.92◆,23279◆,20559◆,25406□,25361◆
20211123,615,615,611,612,19414,613.60◆,603.30◆,599.00◆,594.06◆,22983□,20531□,25000□,25341□
20211124,612,612,602,603,20372,612.20□,603.50◆,599.07◆,594.12◆,23118◆,20802◆,24889□,25335□
20211125,605,607,601,603,11873,610.20□,603.90◆,599.03□,594.18◆,21492□,20568□,24478□,25303□
20211126,598,601,592,596,26523,605.80□,604.20◆,598.73□,594.22◆,19693□,20608◆,24043□,25382◆
20211129,594,598,591,593,23353,601.40□,604.35◆,598.40□,594.25◆,20307◆,20972◆,23932□,25465◆
20211130,597,600,591,596,61986,598.20□,604.55◆,598.22□,594.33◆,28822◆,23313◆,24564◆,25815◆
20211201,596,603,594,600,21387,597.60□,604.95◆,597.88□,594.34◆,29025◆,23872◆,24062□,25756□
20211202,605,615,602,615,45062,600.00◆,606.35◆,597.62□,594.45◆,35662◆,25229◆,23888□,25930◆
20211203,614,614,606,608,23026,602.40◆,606.75◆,597.37□,594.44□,34963□,24718□,23831□,25906□
20211206,603,609,600,600,23558,603.80◆,606.65□,597.05□,594.40□,35004◆,24910◆,23594□,25887□
20211207,602,607,597,607,18582,606.00◆,606.45□,596.85□,594.41◆,26323□,23865□,23592□,25851□
20211208,614,614,602,602,20784,606.40◆,605.95□,596.52□,594.40□,26203□,24104◆,23667◆,25753□
20211209,606,608,602,608,11024,605.00□,606.05◆,596.40□,594.61◆,19395□,23733□,23598□,25476□
20211210,605,608,602,605,10482,604.40□,606.10◆,596.27□,594.83◆,16886□,23467□,23533□,25332□
20211213,609,610,601,601,17688,604.60◆,605.75□,596.17□,594.88◆,15712□,23575◆,23438□,25194□
20211214,598,600,597,599,22549,603.00□,605.20□,596.15□,594.96◆,16506◆,23658◆,23439◆,25244◆
20211215,597,601,596,600,21805,602.60□,604.70□,596.15,595.03◆,16710◆,23764◆,23124□,25269◆
20211216,605,605,601,605,21789,602.00□,604.30□,596.47◆,595.16◆,18863◆,23853◆,22811□,25325◆
20211217,601,607,599,607,24088,602.40◆,603.75□,596.78◆,595.26◆,21584◆,23282□,22851◆,25288□
