ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20190109,11.35,11.35,11.25,11.35,1983,10.52◆,10.89◆,0,0,530◆,329◆,0,0
20190110,10.95,11.35,10.85,11.25,1146,10.70◆,10.89◆,0,0,725◆,381◆,0,0
20190111,11.1,11.35,10.95,11,417,10.86◆,10.89,0,0,779◆,399◆,0,0
20190114,11.1,11.3,10.95,11,187,10.99◆,10.90◆,0,0,781◆,406◆,0,0
20190115,11,11.05,10.9,11.05,281,11.13◆,10.91◆,0,0,803◆,418◆,0,0
20190116,11.05,11.2,10.9,10.95,358,11.05□,10.93◆,0,0,478□,429◆,0,0
20190117,10.95,11.4,10.9,11.2,414,11.04□,10.95◆,0,0,332□,443◆,0,0
20190118,11.15,11.3,11,11.05,295,11.05◆,10.98◆,0,0,307□,456◆,0,0
20190121,11,11.15,10.95,11.05,158,11.06◆,10.95□,0,0,301□,421□,0,0
20190122,10.9,10.95,10.65,10.7,286,10.99□,10.91□,0,0,302◆,409□,0,0
20190123,10.7,10.85,10.7,10.8,108,10.96□,10.86□,0,0,252□,378□,0,0
20190124,10.8,11,10.7,11,177,10.92□,10.84□,0,0,205□,364□,0,0
20190125,10.9,11,10.85,10.85,99,10.88□,10.84□,0,0,166□,356□,0,0
20190128,10.9,10.95,10.8,10.8,108,10.83□,10.84,0,0,156□,350□,0,0
20190129,10.85,10.85,10.75,10.8,78,10.85◆,10.84,0,0,114□,349□,0,0
20190130,10.8,11,10.75,10.95,192,10.88◆,10.85◆,0,0,131◆,348□,0,0
20190211,10.95,11.25,10.75,11,214,10.88,10.89◆,0,0,138◆,350◆,0,0
20190212,11.15,11.15,10.95,11,139,10.91◆,10.93◆,0,0,146◆,349□,0,0
20190213,11,12,11,11.6,1163,11.07◆,10.99◆,0,0,357◆,399◆,0,0
20190214,11.35,11.5,11.15,11.2,608,11.15◆,11.03◆,0,0,463◆,421◆,0,0
20190215,10.8,10.8,10.2,10.8,930,11.12□,11.00□,0,0,611◆,368□,0,0
20190218,10.7,10.9,10.6,10.75,365,11.07□,10.98□,0,0,641◆,329□,0,0
20190219,10.8,10.95,10.7,10.8,258,11.03□,10.97□,0,0,665◆,321□,0,0
20190220,10.95,11,10.8,11,323,10.91□,10.97,0,0,497□,328◆,0,0
20190221,11,11,10.6,10.85,159,10.84□,10.96□,0,0,407□,322□,0,0
20190222,10.75,10.85,10.7,10.8,116,10.84,10.95□,0,0,244□,310□,0,0
20190225,10.85,11,10.85,10.85,263,10.86◆,10.93□,10.94,0,224□,302□,314,0
20190226,10.95,11,10.7,10.85,152,10.87◆,10.92□,10.95◆,0,203□,295□,314□,0
20190227,10.85,10.9,10.75,10.75,87,10.82□,10.91□,10.97◆,0,156□,291□,313□,0
20190304,10.75,10.85,10.7,10.7,151,10.79□,10.91,10.97◆,0,154□,285□,314◆,0
20190305,10.7,10.85,10.7,10.7,144,10.77□,10.90□,10.97◆,0,160◆,286◆,314□,0
20190306,10.8,10.8,10.65,10.75,146,10.75□,10.89□,10.96□,0,136□,285□,305□,0
20190307,10.75,10.8,10.65,10.75,115,10.73□,10.89□,10.95□,0,129□,286◆,295□,0
20190308,10.75,10.8,10.65,10.65,114,10.71□,10.88□,10.94□,0,134◆,286◆,293□,0
20190311,10.85,11.7,10.85,11.65,2479,10.90◆,10.92◆,10.94◆,0,600◆,406◆,327◆,0
20190312,11.45,11.5,11,11.25,1884,11.01◆,10.94◆,10.94□,0,948◆,491◆,355◆,0
20190313,11.05,11.35,11,11.2,882,11.10◆,10.95◆,10.94□,0,1095◆,524◆,367◆,0
20190314,11.35,11.65,11.25,11.45,1429,11.24◆,10.97◆,10.94◆,0,1358◆,589◆,387◆,0
20190315,11.7,12.2,11.2,11.3,1419,11.37◆,10.95□,10.94◆,0,1619◆,601◆,409◆,0
20190318,11.45,11.45,11.15,11.3,472,11.30□,10.96◆,10.95◆,0,1217□,595□,416◆,0
20190319,11.35,11.95,11.35,11.55,1249,11.36◆,11.00◆,10.96◆,0,1090□,610◆,436◆,0
20190320,11.7,11.85,11.3,11.5,874,11.42◆,11.03◆,10.97◆,0,1089□,636◆,449◆,0
20190321,11.6,11.65,11.4,11.4,640,11.41□,11.06◆,10.98◆,0,931□,655◆,458◆,0
20190322,11.4,11.6,11.35,11.35,506,11.42◆,11.08◆,10.98◆,0,748□,664◆,466◆,0
20190325,11.2,11.2,10.9,11.05,500,11.37□,11.09◆,10.99◆,0,754◆,681◆,474◆,0
20190326,11.05,11.1,10.85,10.85,470,11.23□,11.09◆,10.99◆,0,598□,699◆,479◆,0
20190327,11,11.15,10.9,11,344,11.13□,11.10◆,11.00◆,0,492□,703◆,483◆,0
20190328,11.1,11.15,10.95,11,238,11.05□,11.11◆,11.00◆,0,412□,707◆,486◆,0
20190329,11.1,11.1,10.85,11,272,10.98□,11.12◆,10.99□,0,365□,717◆,476□,0
20190401,11.1,11.1,10.85,10.9,393,10.95□,11.13◆,10.98□,0,344□,729◆,474□,0
20190402,11,11.15,10.9,11.15,287,11.01◆,11.15◆,10.97□,0,307□,736◆,467□,0
20190403,11.9,11.9,11.4,11.65,1560,11.14◆,11.20◆,10.98◆,0,550◆,806◆,485◆,0
20190408,11.8,12.8,11.65,12.8,2766,11.50◆,11.30◆,11.01◆,0,1056◆,939◆,527◆,0
20190409,13.8,14.05,13.2,14.05,4854,12.11◆,11.47◆,11.06◆,0,1972◆,1176◆,604◆,0
20190410,13.3,13.85,12.8,13,3190,12.53◆,11.54◆,11.10◆,0,2532◆,1212◆,656◆,0
20190411,13,13,12.1,12.3,2236,12.76◆,11.59◆,11.13◆,0,2921◆,1229◆,689◆,0
20190412,12.3,12.4,11.9,11.9,997,12.81◆,11.63◆,11.15◆,0,2809□,1235◆,703◆,0
20190415,12,12.35,11.95,12.3,656,12.71□,11.67◆,11.19◆,0,2387□,1196□,711◆,0
20190416,12.25,12.25,11.75,12,552,12.30□,11.70◆,11.22◆,0,1526□,1153□,718◆,0
20190417,12.1,12.35,12,12.2,504,12.14□,11.75◆,11.25◆,0,989□,1155◆,723◆,0
20190418,12.3,12.35,11.75,11.75,550,12.03□,11.76◆,11.25◆,0,652□,1120□,699□,0
20190419,11.8,12.05,11.8,11.9,230,12.03,11.78◆,11.26◆,0,499□,1087□,684□,0
20190422,12,12.35,11.95,11.95,466,11.96□,11.81◆,11.28◆,0,461□,1079□,685◆,0
20190423,12.05,12.2,12,12.05,288,11.97◆,11.84◆,11.30◆,0,408□,1068□,687◆,0
20190424,12.25,12.3,12,12.05,261,11.94□,11.89◆,11.31◆,0,359□,1056□,686□,0
20190425,12.1,12.15,12,12,230,11.99◆,11.95◆,11.33◆,0,295□,1044□,684□,0
20190426,12,12,11.8,11.85,268,11.98□,11.99◆,11.34◆,0,303◆,1040□,682□,0
20190429,11.85,11.85,11,11.2,605,11.83□,12.00◆,11.34◆,0,331◆,1058◆,687◆,0
20190430,11.1,11.35,11.1,11.3,152,11.68□,12.02◆,11.35◆,0,303□,1052□,687□,0
20190502,11.3,11.95,11.25,11.8,486,11.63□,12.06◆,11.37◆,0,348◆,1057◆,690◆,0
20190503,11.8,11.9,11.6,11.65,186,11.56□,12.09◆,11.38◆,0,340□,1052□,691◆,0
20190506,11.5,11.85,11.3,11.3,351,11.45□,12.07□,11.39◆,0,356◆,992□,694◆,0
20190507,11.3,11.55,11.3,11.55,167,11.52◆,12.01□,11.40◆,0,269□,862□,695◆,0
20190508,11.45,11.7,11.2,11.65,203,11.59◆,11.89□,11.41◆,0,279◆,629□,697◆,0
20190509,11.55,11.95,11.35,11.35,205,11.50□,11.80□,11.42◆,0,223□,480□,699◆,0
20190510,11.35,11.55,11.15,11.15,227,11.40□,11.75□,11.42◆,0,231◆,379□,700◆,0
20190513,11.25,11.5,11.2,11.3,457,11.4,11.72□,11.43◆,0,252◆,352□,704◆,0
20190514,11.55,12.2,11.35,12.1,736,11.51◆,11.71□,11.45◆,0,366◆,356◆,714◆,0
20190515,11.95,12.45,11.6,11.6,749,11.50□,11.69□,11.45,0,475◆,366◆,707□,0
20190516,11.7,11.9,11.65,11.65,282,11.56◆,11.66□,11.46◆,0,490◆,355□,701□,0
20190517,11.85,11.9,11.45,11.5,237,11.63◆,11.65□,11.47◆,0,492◆,339□,690□,0
20190520,11.75,11.75,11.45,11.45,114,11.66◆,11.62□,11.48◆,0,424□,334□,686□,0
20190521,11.5,12.55,11.2,12.55,1528,11.75◆,11.65◆,11.51◆,0,582◆,387◆,707◆,0
20190522,12.8,13.3,12.6,12.85,2458,12.00◆,11.69◆,11.54◆,0,924◆,495◆,742◆,0
20190523,12.4,12.5,12,12.1,727,12.09◆,11.70◆,11.56◆,0,1013◆,519◆,752◆,0
20190524,12.3,12.8,12.2,12.25,772,12.24◆,11.71◆,11.58◆,0,1120◆,546◆,763◆,0
20190527,12.45,12.55,12,12,750,12.35◆,11.72◆,11.60◆,11.27,1247◆,570◆,771◆,542
20190528,12.25,13.2,12.15,13.2,1782,12.48◆,11.82◆,11.64◆,11.30◆,1298◆,629◆,798◆,556◆
20190529,13.3,14.4,13.1,13.1,3786,12.53◆,11.91◆,11.68◆,11.32◆,1564◆,810◆,860◆,587◆
20190530,13.1,13.1,12.55,12.75,1141,12.66◆,11.95◆,11.72◆,11.34◆,1646◆,843◆,876◆,595◆
20190531,12.7,12.9,12.55,12.7,688,12.75◆,12.01◆,11.75◆,11.36◆,1630□,868◆,885◆,599◆
20190603,13.05,13.35,12.75,13.1,913,12.97◆,12.10◆,11.79◆,11.37◆,1662◆,896◆,898◆,601◆
20190604,13,13.1,12.45,12.6,833,12.85□,12.15◆,11.82◆,11.39◆,1472□,930◆,910◆,603◆
20190605,12.6,12.75,12.25,12.25,584,12.68□,12.18◆,11.85◆,11.39◆,832□,949◆,918◆,605◆
20190606,12.15,12.4,12.15,12.25,234,12.58□,12.22◆,11.86◆,11.40◆,651□,950◆,880□,604□
20190610,12.4,12.5,12.05,12.05,375,12.45□,12.27◆,11.87◆,11.41◆,588□,957◆,855□,605◆
20190611,12.05,12.25,12,12.15,355,12.26□,12.31◆,11.88◆,11.41◆,476□,952□,847□,607◆
20190612,12.2,12.25,12.05,12.1,207,12.16□,12.31,11.90◆,11.42◆,351□,926□,826□,607□
20190613,12.2,12.55,12.2,12.25,468,12.16,12.34◆,11.91◆,11.43◆,328□,912□,810□,610◆
20190614,12.3,12.7,12.2,12.6,552,12.23◆,12.39◆,11.93◆,11.44◆,392◆,925◆,812◆,614◆
20190617,13.35,13.35,12.8,12.9,809,12.40◆,12.46◆,11.96◆,11.46◆,478◆,954◆,804□,620◆
20190618,13.15,13.25,12.85,13,1261,12.57◆,12.54◆,11.98◆,11.47◆,660◆,1011◆,811◆,630◆
20190619,13,13.1,12.75,12.75,570,12.70◆,12.55◆,12.00◆,11.49◆,732◆,963□,810□,634◆
20190620,12.75,12.9,12.75,12.8,270,12.81◆,12.55□,12.03◆,11.50◆,693□,854□,806□,636◆
20190621,12.9,13.25,12.85,12.9,790,12.87◆,12.59◆,12.06◆,11.52◆,740◆,857◆,810◆,642◆
20190624,13.5,13.7,13,13.5,1719,12.99◆,12.65◆,12.10◆,11.55◆,922◆,904◆,831◆,655◆
20190625,13.6,13.6,13,13.1,801,13.01◆,12.70◆,12.14◆,11.57◆,830□,907◆,839◆,661◆
20190626,13.25,14.3,13.25,14.3,2366,13.32◆,12.76◆,12.19◆,11.60◆,1189◆,936◆,874◆,680◆
20190627,14.2,14.6,13.75,13.9,2922,13.54◆,12.80◆,12.24◆,11.62◆,1720◆,893□,919◆,697◆
20190628,13.2,13.55,13.05,13.3,1133,13.62◆,12.83◆,12.28◆,11.63◆,1788◆,893□,931◆,702◆
20190701,13.4,13.4,12.9,13.1,961,13.54□,12.85◆,12.31◆,11.64◆,1637□,906◆,942◆,704◆
20190702,13.2,13.25,12.95,13,678,13.52□,12.84□,12.34◆,11.66◆,1612□,895□,927□,706◆
20190703,13.1,13.25,13,13,423,13.26□,12.86◆,12.34◆,11.67◆,1224□,874□,888□,708◆
20190704,13.05,13.2,12.95,13.1,480,13.10□,12.90◆,12.32□,11.69◆,735□,869□,815□,710◆
20190705,13.15,13.15,12.95,13,456,13.04□,12.94◆,12.32,11.71◆,600□,880◆,770□,713◆
20190708,13.15,13.35,13.1,13.15,429,13.05◆,13.00◆,12.34◆,11.73◆,493□,883◆,740□,714◆
20190709,13.25,13.35,13.1,13.15,518,13.08◆,13.05◆,12.36◆,11.76◆,461□,891◆,732□,717◆
20190710,13.3,14.45,13.25,14.45,4110,13.37◆,13.16◆,12.39◆,11.79◆,1199◆,1086◆,789◆,750◆
20190711,13.95,14.2,13.6,13.6,2899,13.47◆,13.23◆,12.42◆,11.82◆,1683◆,1207◆,828◆,773◆
20190712,13.5,13.75,13.4,13.45,884,13.56◆,13.27◆,12.44◆,11.84◆,1768◆,1224◆,835◆,779◆
20190715,13.3,13.3,13.05,13.15,969,13.56,13.29◆,12.46◆,11.86◆,1876◆,1232◆,842◆,771□
20190716,13.1,13.35,13.1,13.2,403,13.57◆,13.30◆,12.49◆,11.87◆,1853□,1189□,845◆,764□
20190717,13.05,13.15,13,13.05,511,13.29□,13.31◆,12.50◆,11.89◆,1133□,1186□,845◆,765◆
20190718,13.1,13.5,13.05,13.4,498,13.25□,13.34◆,12.53◆,11.91◆,653□,1198◆,849◆,768◆
20190719,13.55,13.85,13.4,13.45,501,13.25,13.37◆,12.55◆,11.93◆,577□,1183□,853◆,770◆
20190722,13.55,13.55,13.2,13.2,402,13.26◆,13.35□,12.57◆,11.95◆,463□,1117□,856◆,770◆
20190723,13.2,13.2,13.1,13.1,384,13.24□,13.35,12.59◆,11.97◆,459□,1096□,858◆,770□
20190724,13.15,13.85,13.1,13.8,1212,13.39◆,13.33□,12.63◆,11.99◆,600◆,1039□,868◆,777◆
20190725,13.8,13.8,13.4,13.55,906,13.42◆,13.31□,12.67◆,12.01◆,681◆,938□,880◆,784◆
20190726,13.55,13.55,13.35,13.5,267,13.43◆,13.32◆,12.70◆,12.03◆,634□,895□,877□,783□
20190729,13.45,13.6,13.35,13.4,221,13.47◆,13.34◆,12.73◆,12.06◆,598□,858□,877◆,784◆
20190730,13.75,13.75,12.8,13.15,615,13.48◆,13.34◆,12.76◆,12.07◆,644◆,855□,882◆,788◆
20190731,13.2,13.2,13,13.1,259,13.34□,13.35◆,12.79◆,12.09◆,454□,846□,883◆,789◆
20190801,13.15,13.3,13.1,13.1,287,13.25□,13.35,12.81◆,12.11◆,330□,837□,885◆,791◆
20190802,13.1,13.35,13,13.1,308,13.17□,13.35◆,12.84◆,12.13◆,338◆,829□,886◆,793◆
20190805,13.2,13.45,13.05,13.1,315,13.11□,13.35□,12.87◆,12.15◆,357◆,824□,888◆,794◆
20190806,13.1,13.6,13.1,13.35,1047,13.15◆,13.36◆,12.91◆,12.17◆,443◆,850◆,898◆,801◆
20190807,13.45,13.45,12.85,12.85,821,13.10□,13.28□,12.92◆,12.18◆,556◆,686□,899◆,806◆
20190808,12.85,13.1,12.8,12.85,596,13.05□,13.24□,12.94◆,12.19◆,618◆,570□,897□,802□
20190812,12.7,12.7,12.2,12.3,985,12.89□,13.19□,12.95◆,12.20◆,753◆,575◆,908◆,805◆
20190813,12.3,12.3,11.65,11.75,967,12.62□,13.12□,12.95◆,12.21◆,883◆,575□,920◆,805◆
20190814,11.8,11.85,11.4,11.45,703,12.24□,13.03□,12.95,12.22◆,815□,590◆,930◆,808◆
20190815,11,11.35,11,11.1,434,11.89□,12.93□,12.93□,12.22◆,737□,587□,912□,809◆
20190816,11.1,11.5,11.1,11.4,308,11.60□,12.83□,12.91□,12.22◆,680□,577□,876□,809□
20190819,11.6,11.6,11.25,11.4,308,11.42□,12.73□,12.89□,12.23◆,544□,567□,869□,811◆
20190820,11.5,11.6,11.35,11.45,292,11.36□,12.64□,12.88□,12.23◆,409□,562□,861□,812◆
20190821,11.5,11.6,11.45,11.55,138,11.38◆,12.56□,12.87□,12.24◆,296□,550□,851□,811□
20190822,11.55,11.7,11.05,11.35,228,11.43◆,12.44□,12.84□,12.24◆,255□,500□,825□,812◆
20190823,11.4,11.4,11.1,11.25,148,11.40□,12.33□,12.81□,12.25◆,223□,462□,764□,812◆
20190826,11.1,11.6,11.05,11.4,296,11.4,12.22□,12.79□,12.25◆,221□,464◆,750□,813◆
20190827,11.4,11.5,11.3,11.4,150,11.39□,12.12□,12.77□,12.26◆,192□,460□,741□,813◆
20190828,11.4,11.45,11.25,11.35,93,11.35□,12.03□,12.74□,12.26◆,183□,434□,728□,813□
20190829,11.2,11.25,11.1,11.15,324,11.31□,11.93□,12.71□,12.27◆,202◆,438◆,719□,815◆
20190830,11.25,11.3,11.2,11.3,131,11.32◆,11.84□,12.70□,12.27◆,199□,430□,712□,815◆
20190902,11.5,11.5,11.35,11.4,169,11.32,11.76□,12.68□,12.27□,174□,423□,711□,796□
20190903,11.55,11.55,11.4,11.4,116,11.32,11.67□,12.67□,12.27◆,167□,413□,706□,781□
20190904,11.5,11.5,11.3,11.4,147,11.33◆,11.58□,12.66□,12.27◆,178◆,368□,703□,775□
20190905,11.5,11.5,11.25,11.3,187,11.36◆,11.50□,12.65□,12.27□,150□,336□,703□,764□
20190906,11.35,11.55,11.3,11.5,153,11.40◆,11.43□,12.64□,12.27◆,155◆,314□,697□,754□
20190909,11.65,11.65,11.45,11.45,123,11.41◆,11.39□,12.62□,12.27◆,145□,271□,690□,751□
20190910,11.45,11.5,11.35,11.45,132,11.42◆,11.37□,12.59□,12.27□,149◆,229□,679□,742□
20190911,11.5,11.5,11.4,11.45,91,11.43◆,11.37,12.57□,12.27□,137□,199□,659□,735□
20190912,11.5,11.5,11.4,11.45,118,11.46◆,11.39◆,12.54□,12.27◆,124□,183□,652□,731□
20190916,11.4,11.4,11.15,11.2,158,11.40□,11.38□,12.52□,12.27□,125◆,175□,650□,728□
20190917,11.2,11.4,11.2,11.2,74,11.35□,11.37□,12.49□,12.27◆,115□,164□,638□,724□
20190918,11.4,11.4,11.2,11.2,90,11.30□,11.36□,12.45□,12.28◆,106□,153□,611□,721□
20190919,11.2,11.3,11.2,11.25,102,11.26□,11.34□,12.42□,12.28◆,109◆,152□,599□,719□
20190920,11.35,11.35,11.2,11.3,139,11.23□,11.34□,12.37□,12.28◆,113◆,147□,562□,718□
20190923,11.35,11.45,11.2,11.35,179,11.26◆,11.35◆,12.33□,12.28◆,117◆,149◆,516□,717□
20190924,11.3,12.2,11.3,11.6,526,11.34◆,11.36◆,12.30□,12.29◆,207◆,160◆,506□,719◆
20190925,11.6,11.6,11.4,11.45,304,11.39◆,11.36◆,12.27□,12.29◆,250◆,168◆,495□,719◆
20190926,11.45,11.55,11.35,11.4,123,11.42◆,11.36◆,12.25□,12.29□,254◆,169◆,486□,707□
20190927,11.4,11.4,11.25,11.35,214,11.43◆,11.37◆,12.22□,12.28□,269◆,164□,483□,685□
20191001,11.4,11.45,11.35,11.35,88,11.43,11.37◆,12.19□,12.26□,251□,162□,476□,646□
20191002,11.4,11.45,11.2,11.3,138,11.37□,11.37□,12.16□,12.24□,174□,160□,471□,620□
20191003,11.3,11.35,11.25,11.35,112,11.35□,11.37□,12.13□,12.23□,135□,160□,465□,603□
20191004,11.25,11.35,11.15,11.25,154,11.32□,11.36□,12.10□,12.23□,141◆,160◆,459□,596□
20191007,11.25,11.25,11.15,11.2,138,11.29□,11.35□,12.04□,12.22□,126□,158□,393□,591□
20191008,11.2,11.3,11.1,11.1,147,11.24□,11.33□,12.00□,12.21□,138◆,158□,347□,588□
20191009,11.2,11.25,11,11.1,210,11.20□,11.32□,11.96□,12.20□,152◆,162◆,336□,585□
20191014,11.2,11.25,11.05,11.05,114,11.14□,11.30□,11.93□,12.20□,153◆,161□,322□,582□
20191015,11.05,11.15,11.05,11.05,83,11.10□,11.28□,11.89□,12.19□,139□,161□,317□,581□
20191016,11.1,11.15,11,11.1,173,11.08□,11.26□,11.86□,12.18□,146◆,163◆,311□,578□
20191017,11.15,11.2,11.1,11.1,89,11.08,11.25□,11.82□,12.17□,134□,160□,304□,576□
20191018,11.15,11.25,11.1,11.2,70,11.10◆,11.25,11.78□,12.17□,106□,160□,297□,575□
20191021,11.05,11.1,11,11.1,104,11.11◆,11.25□,11.75□,12.16□,104□,160◆,292□,574□
20191022,11.1,11.2,11.1,11.1,82,11.12◆,11.24□,11.72□,12.15□,104□,159□,287□,572□
20191023,11.1,11.1,11,11.05,202,11.11□,11.23□,11.67□,12.15□,110◆,163◆,270□,569□
20191024,11,11.05,10.9,10.9,250,11.07□,11.21□,11.63□,12.15□,142◆,166◆,259□,570◆
20191025,10.9,11,10.9,10.95,124,11.02□,11.17□,11.58□,12.14□,153◆,146□,257□,567□
20191028,11.45,12,11.45,12,2544,11.20◆,11.20◆,11.56□,12.14◆,641◆,258◆,295◆,586◆
20191029,12,12.1,11.5,11.5,1528,11.28◆,11.21◆,11.53□,12.15◆,930◆,328◆,311◆,596◆
20191030,11.5,11.55,11.25,11.35,367,11.34◆,11.21,11.50□,12.14□,963◆,336◆,312◆,598◆
20191031,11.35,11.45,11.2,11.3,213,11.42◆,11.20□,11.47□,12.14□,955□,342◆,311□,598◆
20191101,11.2,11.3,11.1,11.3,223,11.49◆,11.2,11.44□,12.14□,975◆,346◆,310□,598◆
20191104,11.25,11.3,11.15,11.25,188,11.34□,11.20□,11.41□,12.14◆,504□,350◆,308□,598□
20191105,11.15,11.35,11.1,11.25,160,11.29□,11.2,11.38□,12.14□,230□,351◆,293□,595□
20191106,11.15,11.25,11.1,11.1,199,11.24□,11.19□,11.35□,12.13□,197□,354◆,283□,591□
20191107,11.3,11.3,11.05,11.15,158,11.21□,11.20◆,11.32□,12.13□,186□,354◆,275□,586□
20191108,11.15,11.2,11.1,11.1,68,11.17□,11.2,11.30□,12.13□,155□,347□,260□,584□
20191111,11.1,11.15,11.05,11.05,135,11.13□,11.2,11.29□,12.12□,144□,348◆,246□,583□
20191112,11.05,11.15,11.05,11.1,118,11.10□,11.20◆,11.28□,12.12□,136□,350◆,236□,583◆
20191113,11.05,11.1,11,11.05,189,11.09□,11.20□,11.28□,12.11□,134□,351◆,232□,572□
20191114,11.1,11.1,10.95,11.05,174,11.07□,11.19□,11.28□,12.09□,137◆,355◆,230□,553□
20191115,11.05,11.05,10.95,11,111,11.05□,11.18□,11.27□,12.08□,146◆,357◆,227□,548□
20191118,11.1,11.75,11.1,11.3,532,11.10◆,11.19◆,11.27□,12.07□,225◆,378◆,231◆,546□
20191119,11.35,11.35,11.15,11.2,116,11.12◆,11.20◆,11.26□,12.07□,225□,380◆,230□,541□
20191120,11.1,11.2,11.1,11.1,101,11.13◆,11.20◆,11.26□,12.05□,207□,375□,228□,527□
20191121,11.2,11.25,11.05,11.15,109,11.15◆,11.21◆,11.26□,12.03□,194□,368□,228□,496□
20191122,11.1,11.15,11.05,11.1,126,11.17◆,11.22◆,11.25□,12.02□,197◆,368◆,225□,488□
20191125,11.1,11.2,11.1,11.15,119,11.14□,11.18□,11.25□,12.01□,114□,247□,224□,483□
20191126,11.25,11.25,11.05,11.15,59,11.13□,11.16□,11.24□,11.99□,103□,173□,224□,476□
20191127,11.15,11.15,11.1,11.1,57,11.13,11.15□,11.24□,11.98□,94□,158□,219□,469□
20191128,11.1,11.15,11.05,11.1,89,11.12□,11.14□,11.24□,11.97□,90□,152□,219□,465□
20191129,11.15,11.15,11,11,110,11.10□,11.12□,11.23□,11.96□,87□,146□,218□,464□
20191202,11,11,10.9,11,196,11.07□,11.11□,11.23□,11.95□,102◆,146◆,219◆,463□
20191203,11,11.05,10.9,10.95,132,11.03□,11.10□,11.22□,11.94□,117◆,145□,219□,461□
20191204,10.9,11.05,10.9,11,69,11.01□,11.09□,11.21□,11.93□,119◆,139□,217□,460□
20191205,11,11,10.9,11,100,10.99□,11.08□,11.20□,11.92□,122◆,136□,216□,457□
20191206,10.9,11.2,10.9,11.2,171,11.03◆,11.09◆,11.20□,11.91□,134◆,141◆,217◆,453□
20191209,11.2,11.2,11.05,11.05,77,11.04◆,11.09,11.19□,11.89□,110□,138□,216□,447□
20191210,11.15,11.4,11.15,11.3,302,11.11◆,11.10◆,11.19□,11.88□,144◆,147◆,219◆,439□
20191211,11.3,11.3,11.1,11.2,105,11.15◆,11.11◆,11.19□,11.87□,151◆,143□,219□,435□
20191212,11.2,11.2,11.05,11.1,89,11.17◆,11.11◆,11.19□,11.85□,149□,139□,218□,434□
20191213,11.1,11.15,11,11,108,11.13□,11.11,11.18□,11.84□,136□,138□,218◆,428□
