ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20190321,1.15,1.15,1.14,1.15,175,1.16,1.17□,1.18□,0,248□,289□,226□,0
20190322,1.15,1.15,1.14,1.15,362,1.16□,1.17□,1.18□,0,236□,305◆,227◆,0
20190325,1.14,1.15,1.14,1.14,243,1.15□,1.17□,1.18□,0,253◆,309◆,228◆,0
20190326,1.15,1.15,1.13,1.15,193,1.15,1.17□,1.18□,0,221□,310◆,227□,0
20190327,1.15,1.18,1.15,1.17,872,1.15◆,1.17□,1.18□,0,369◆,347◆,239◆,0
20190328,1.17,1.17,1.14,1.15,661,1.15,1.16□,1.18□,0,466◆,373◆,247◆,0
20190329,1.15,1.15,1.13,1.14,341,1.15□,1.16□,1.18□,0,462□,379◆,251◆,0
20190401,1.14,1.14,1.13,1.14,297,1.15,1.16□,1.18□,0,473◆,339□,254◆,0
20190402,1.12,1.13,1.11,1.11,757,1.14□,1.16□,1.18□,0,586◆,355◆,266◆,0
20190403,1.11,1.12,1.09,1.1,777,1.13□,1.15□,1.18□,0,567□,357◆,277◆,0
20190408,1.1,1.1,1.07,1.08,466,1.12□,1.15□,1.17□,0,528□,366◆,283◆,0
20190409,1.08,1.08,1.05,1.06,968,1.10□,1.14□,1.17□,0,653◆,403◆,292◆,0
20190410,1.07,1.07,1,1.02,700,1.08□,1.14□,1.17□,0,734◆,433◆,303◆,0
20190411,1.02,1.04,1.01,1.03,680,1.06□,1.13□,1.17□,0,718□,457◆,313◆,0
20190412,1.02,1.09,1.02,1.06,449,1.05□,1.12□,1.16□,0,653□,471◆,316◆,0
20190415,1.07,1.07,1.01,1.01,759,1.04□,1.12□,1.16□,0,711◆,488◆,326◆,0
20190416,1.01,1.03,1.01,1.02,346,1.03□,1.11□,1.16□,0,587□,485□,330◆,0
20190417,1.04,1.04,1.02,1.04,202,1.03◆,1.10□,1.16□,0,487□,487◆,332◆,0
20190418,1.03,1.03,1.02,1.03,319,1.03,1.10□,1.15□,0,415□,485□,319□,0
20190419,1.02,1.04,1.01,1.04,183,1.03□,1.09□,1.15□,0,362□,488◆,319□,0
20190422,1.02,1.04,1.02,1.02,309,1.03◆,1.08□,1.15□,0,272□,494◆,323◆,0
20190423,1.02,1.04,1.02,1.03,92,1.03◆,1.08□,1.15□,0,221□,481□,322□,0
20190424,1.04,1.04,1.02,1.04,172,1.03,1.07□,1.14□,0,215□,477□,323◆,0
20190425,1.04,1.04,1.02,1.03,143,1.03,1.07□,1.14□,0,180□,475□,324◆,0
20190426,1.04,1.04,1.01,1.01,878,1.03□,1.06□,1.14□,0,319◆,475◆,336◆,0
20190429,1.02,1.02,1.01,1.02,219,1.03,1.05□,1.13□,0,301□,453□,335□,0
20190430,1.02,1.02,1.01,1.02,126,1.03□,1.05□,1.13□,0,308◆,442□,336◆,0
20190502,1.03,1.08,1.02,1.06,405,1.03◆,1.04□,1.13□,0,354◆,448◆,341◆,0
20190503,1.06,1.07,1.04,1.04,181,1.03◆,1.04□,1.13□,0,362◆,419□,342◆,0
20190506,1.05,1.06,1.04,1.05,253,1.04◆,1.04□,1.13□,0,237□,393□,344◆,0
20190507,1.05,1.05,1.04,1.04,36,1.04◆,1.03□,1.12□,0,200□,371□,341□,0
20190508,1.05,1.06,1.04,1.05,315,1.05◆,1.03□,1.12□,0,238◆,338□,344◆,0
20190509,1.05,1.05,1.03,1.03,264,1.04□,1.03◆,1.12□,0,210□,317□,345◆,0
20190510,1.03,1.04,1.02,1.03,316,1.04□,1.03,1.12□,0,237◆,298□,345◆,0
20190513,1.03,1.03,1.02,1.03,584,1.04□,1.03□,1.11□,0,303◆,305◆,352◆,0
20190514,1.02,1.03,1.02,1.03,37,1.04□,1.03◆,1.11□,0,303◆,269□,350□,0
20190515,1.04,1.04,1.02,1.02,226,1.03□,1.03,1.11□,0,286□,263□,352◆,0
20190516,1.03,1.03,1.02,1.03,65,1.03,1.03□,1.10□,0,246□,256□,352□,0
20190517,1.03,1.03,1.02,1.02,265,1.03□,1.03□,1.10□,0,236□,254□,355◆,0
20190520,1.02,1.02,1.02,1.02,60,1.03□,1.03□,1.10□,0,131□,247□,341□,0
20190521,1.03,1.03,1.02,1.02,45,1.02□,1.03,1.10□,0,132◆,234□,339□,0
20190522,1.02,1.03,1.02,1.03,132,1.03◆,1.03,1.09□,0,114□,236◆,341◆,0
20190523,1.03,1.03,1.02,1.02,55,1.02□,1.03□,1.09□,0,112□,230□,339□,0
20190524,1.03,1.03,1.02,1.03,41,1.03◆,1.03,1.09□,0,67□,225□,337□,0
20190527,1.02,1.04,1.01,1.03,179,1.03◆,1.03◆,1.09□,1.14,91◆,190□,337◆,252
20190528,1.03,1.03,1.01,1.03,217,1.03◆,1.03◆,1.08□,1.14□,125◆,190□,339◆,253◆
20190529,1.03,1.03,1.02,1.03,27,1.03,1.03◆,1.08□,1.14□,104□,185□,335□,252□
20190530,1.02,1.03,1.02,1.03,420,1.03◆,1.03□,1.08□,1.13□,177◆,186◆,324□,255◆
20190531,1.03,1.03,1.02,1.03,55,1.03,1.03□,1.08□,1.13□,180◆,180□,318□,256◆
20190603,1.02,1.03,1.02,1.03,164,1.03,1.03□,1.07□,1.13□,177□,175□,308□,256◆
20190604,1.03,1.03,1.02,1.03,161,1.03,1.03□,1.07□,1.13□,166□,182◆,306□,257◆
20190605,1.02,1.03,1.02,1.02,56,1.03□,1.03□,1.07□,1.13□,171◆,169□,303□,258◆
20190606,1.02,1.04,1.02,1.03,266,1.03,1.03,1.07□,1.13□,141□,169◆,306◆,258◆
20190610,1.03,1.03,1.02,1.03,66,1.03,1.03,1.06□,1.13□,143◆,156□,304□,258□
20190611,1.03,1.03,1.02,1.02,94,1.03□,1.03□,1.06□,1.12□,129□,132□,303□,258◆
20190612,1.02,1.03,1.02,1.02,61,1.03□,1.03□,1.06□,1.12□,109□,133◆,297□,257□
20190613,1.04,1.04,1.03,1.04,191,1.03◆,1.03◆,1.06□,1.12□,136◆,131□,293□,257◆
20190614,1.05,1.05,1.04,1.04,157,1.03◆,1.03◆,1.05□,1.12□,114□,136◆,293□,258◆
20190617,1.04,1.05,1.03,1.05,165,1.04◆,1.03◆,1.05□,1.12□,134◆,131□,290□,258◆
20190618,1.05,1.05,1.03,1.04,61,1.04◆,1.03◆,1.05□,1.12□,127□,131◆,289□,258□
20190619,1.03,1.05,1.03,1.05,130,1.05◆,1.03◆,1.05□,1.12□,141◆,135◆,288□,257□
20190620,1.05,1.05,1.03,1.05,88,1.05◆,1.03◆,1.05□,1.12□,120□,133□,283□,255□
20190621,1.05,1.05,1.04,1.05,72,1.05◆,1.04◆,1.05□,1.11□,103□,134◆,280□,254□
20190624,1.04,1.05,1.04,1.05,63,1.05,1.04◆,1.04□,1.11□,83□,135◆,278□,253□
20190625,1.04,1.05,1.04,1.04,27,1.05,1.04◆,1.04□,1.11□,76□,127□,264□,252□
20190626,1.04,1.05,1.04,1.04,112,1.05□,1.04◆,1.04□,1.11□,73□,122□,255□,251□
20190627,1.04,1.04,1.03,1.03,158,1.04□,1.04,1.04□,1.11□,87◆,128◆,252□,251◆
20190628,1.03,1.04,1.03,1.03,120,1.04□,1.04,1.04□,1.11□,96◆,113□,249□,251◆
20190701,1.04,1.04,1.03,1.03,70,1.04□,1.04,1.04□,1.11□,98◆,114◆,238□,252◆
20190702,1.03,1.03,1.02,1.03,74,1.03□,1.04,1.03□,1.11□,107◆,110□,226□,251□
20190703,1.04,1.04,1.03,1.04,82,1.03,1.04◆,1.03□,1.10□,101□,106□,219□,251□
20190704,1.03,1.03,1.03,1.03,29,1.03,1.04◆,1.03□,1.10□,75□,104□,204□,248□
20190705,1.03,1.04,1.03,1.04,3,1.04◆,1.04◆,1.03◆,1.10□,52□,91□,192□,248□
20190708,1.03,1.03,1.03,1.03,46,1.04,1.04,1.03,1.10□,47□,90□,182□,247□
20190709,1.03,1.05,1.03,1.03,134,1.04,1.04◆,1.03□,1.10□,59◆,92◆,176□,246□
20190710,1.04,1.04,1.03,1.03,80,1.03□,1.04◆,1.03◆,1.10□,59□,93◆,165□,246□
20190711,1.04,1.04,1.03,1.04,256,1.04◆,1.04,1.03◆,1.10□,104◆,96◆,164□,247◆
20190712,1.04,1.04,1.03,1.04,99,1.04,1.04,1.03,1.09□,123◆,94□,162□,247□
20190715,1.03,1.04,1.03,1.04,29,1.04◆,1.04□,1.03◆,1.09□,120□,87□,157□,238□
20190716,1.03,1.04,1.03,1.03,235,1.04,1.04□,1.03□,1.09□,140◆,95◆,158◆,238◆
20190717,1.04,1.04,1.03,1.03,148,1.04,1.04□,1.03◆,1.09□,154◆,96◆,155□,239◆
20190718,1.04,1.04,1.03,1.04,262,1.04,1.04□,1.03◆,1.09□,155◆,105◆,158◆,240◆
20190719,1.04,1.04,1.03,1.04,214,1.04,1.04□,1.03,1.09□,178◆,112◆,159◆,241◆
20190722,1.03,1.04,1.03,1.04,117,1.04,1.04□,1.03◆,1.09□,195◆,115◆,158□,241◆
20190723,1.04,1.04,1.02,1.04,261,1.04◆,1.04,1.03◆,1.09□,201◆,127◆,148□,242◆
20190724,1.04,1.04,1.03,1.04,169,1.04◆,1.04,1.04◆,1.09□,205◆,129◆,147□,241□
20190725,1.04,1.04,1.03,1.04,101,1.04,1.04◆,1.04◆,1.08□,173□,127□,147□,241◆
20190726,1.03,1.04,1.03,1.04,103,1.04,1.04◆,1.04□,1.08□,150□,126□,142□,242◆
20190729,1.04,1.04,1.03,1.04,81,1.04,1.04◆,1.04,1.08□,143□,126◆,140□,241□
20190730,1.03,1.04,1.03,1.03,63,1.04□,1.04,1.03□,1.08□,104□,126□,137□,240□
20190731,1.03,1.03,1.02,1.02,148,1.04□,1.04□,1.03□,1.08□,99□,129◆,139◆,240□
20190801,1.02,1.03,1.02,1.03,59,1.03□,1.04,1.03□,1.08□,91□,131◆,134□,239□
20190802,1.02,1.04,1.02,1.04,223,1.03,1.04,1.03◆,1.08□,115◆,142◆,134□,239◆
20190805,1.04,1.04,1.03,1.04,253,1.03,1.04◆,1.03◆,1.07□,149◆,152◆,133□,239□
20190806,1.02,1.04,1.02,1.04,126,1.04◆,1.04◆,1.03◆,1.07□,162◆,151□,125□,239□
20190807,1.02,1.03,1.02,1.03,41,1.04◆,1.04,1.03,1.07□,141□,150□,125◆,237□
20190808,1.04,1.04,1.03,1.04,133,1.04◆,1.04,1.04◆,1.07□,155◆,143□,124□,238◆
20190812,1.02,1.04,1.02,1.04,110,1.04,1.04,1.04◆,1.07□,133□,144◆,124◆,238◆
20190813,1.02,1.12,1.02,1.11,5259,1.05◆,1.04◆,1.04◆,1.07□,1134◆,405◆,208◆,281◆
20190814,1.15,1.15,1.09,1.1,676,1.07◆,1.04◆,1.04◆,1.07□,1244◆,427◆,218◆,280□
20190815,1.08,1.09,1.06,1.06,456,1.07◆,1.05◆,1.04◆,1.07□,1327◆,443◆,225◆,282◆
20190816,1.08,1.08,1.03,1.06,435,1.08◆,1.05◆,1.04◆,1.07□,1387◆,452◆,230◆,285◆
20190819,1.06,1.08,1.05,1.07,210,1.08◆,1.05◆,1.04◆,1.07□,1407◆,451□,232◆,286◆
20190820,1.08,1.17,1.07,1.15,1683,1.09◆,1.05◆,1.04◆,1.07□,692□,530◆,260◆,298◆
20190821,1.15,1.21,1.11,1.15,1596,1.10◆,1.06◆,1.04◆,1.06□,876◆,596◆,283◆,310◆
20190822,1.17,1.18,1.13,1.17,1284,1.12◆,1.07◆,1.05◆,1.06□,1042◆,652◆,301◆,320◆
20190823,1.18,1.2,1.16,1.17,1149,1.14◆,1.07◆,1.05◆,1.06□,1185◆,705◆,320◆,328◆
20190826,1.16,1.21,1.15,1.16,1188,1.16◆,1.08◆,1.05◆,1.06□,1380◆,759◆,333◆,328◆
20190827,1.16,1.18,1.12,1.12,1120,1.16□,1.08◆,1.05◆,1.06□,1268□,811◆,350◆,334◆
20190828,1.12,1.19,1.12,1.17,1176,1.16◆,1.09◆,1.05◆,1.06,1184□,866◆,367◆,338◆
20190829,1.19,1.2,1.16,1.17,1072,1.16,1.10◆,1.06◆,1.06◆,1141□,913◆,382◆,344◆
20190830,1.17,1.21,1.16,1.16,1477,1.16□,1.10◆,1.06◆,1.06,1207◆,983◆,406◆,355◆
20190902,1.19,1.2,1.15,1.18,1078,1.16◆,1.11◆,1.06◆,1.06◆,1185□,1026◆,420◆,363◆
20190903,1.17,1.19,1.14,1.15,876,1.17◆,1.12◆,1.06◆,1.06□,1136□,1057◆,433◆,368◆
20190904,1.16,1.17,1.12,1.14,724,1.16□,1.12◆,1.07◆,1.06□,1046□,1087◆,444◆,373◆
20190905,1.13,1.17,1.13,1.15,845,1.16□,1.13◆,1.07◆,1.06,1000□,1127◆,457◆,377◆
20190906,1.15,1.17,1.12,1.13,809,1.15□,1.13◆,1.07◆,1.06□,867□,1161◆,467◆,380◆
20190909,1.13,1.13,1.09,1.1,719,1.14□,1.13◆,1.07◆,1.06□,795□,1192◆,476◆,385◆
20190910,1.1,1.1,1.06,1.09,336,1.12□,1.13□,1.07◆,1.06□,687□,946□,479◆,384□
20190911,1.07,1.09,1.06,1.07,216,1.11□,1.13□,1.07◆,1.06□,585□,923□,482◆,385◆
20190912,1.07,1.09,1.07,1.09,180,1.10□,1.13◆,1.07◆,1.06□,452□,909□,483◆,385◆
20190916,1.09,1.1,1.08,1.1,184,1.09□,1.14◆,1.07◆,1.06□,327□,896□,484◆,384□
20190917,1.1,1.11,1.1,1.1,160,1.09,1.14◆,1.07◆,1.06□,215□,894□,486◆,383□
20190918,1.11,1.14,1.11,1.13,720,1.10◆,1.14□,1.08◆,1.06□,292◆,846□,497◆,387◆
20190919,1.14,1.15,1.13,1.13,422,1.11◆,1.14□,1.08◆,1.06□,333◆,787□,503◆,384□
20190920,1.13,1.15,1.12,1.14,321,1.12◆,1.13□,1.08◆,1.06□,362◆,739□,507◆,381□
20190923,1.14,1.15,1.13,1.14,132,1.13◆,1.13□,1.08◆,1.06,351□,688□,506□,379□
20190924,1.14,1.15,1.14,1.15,251,1.14◆,1.13□,1.08◆,1.06◆,369◆,641□,508◆,379□
20190925,1.15,1.15,1.13,1.13,323,1.14,1.13◆,1.08◆,1.06◆,290□,601□,513◆,375□
20190926,1.13,1.14,1.12,1.14,221,1.14◆,1.13□,1.09◆,1.06◆,250□,553□,515◆,371□
20190927,1.13,1.13,1.11,1.13,331,1.14□,1.13□,1.09◆,1.06◆,252◆,516□,519◆,369□
20191001,1.13,1.13,1.11,1.12,184,1.14□,1.13□,1.09◆,1.06◆,262◆,452□,522◆,363□
20191002,1.12,1.12,1.11,1.12,59,1.13□,1.12□,1.09◆,1.06◆,224□,401□,523◆,358□
20191003,1.12,1.13,1.11,1.13,66,1.13,1.12□,1.09◆,1.06◆,172□,360□,523◆,352□
20191004,1.12,1.13,1.11,1.13,51,1.13□,1.12□,1.09◆,1.06◆,138□,327□,522□,349□
20191007,1.12,1.13,1.11,1.11,228,1.12□,1.12□,1.09◆,1.06◆,118□,296□,524◆,345□
20191008,1.11,1.12,1.1,1.11,171,1.12□,1.12□,1.10◆,1.06◆,115□,264□,523□,343□
20191009,1.11,1.12,1.09,1.11,215,1.12□,1.12◆,1.10◆,1.07◆,146◆,239□,525◆,343◆
20191014,1.12,1.13,1.11,1.12,176,1.12□,1.12◆,1.10◆,1.07◆,168◆,231□,527◆,342□
20191015,1.13,1.13,1.11,1.12,41,1.12□,1.12◆,1.10◆,1.07◆,166□,222□,524□,341□
20191016,1.13,1.13,1.1,1.12,310,1.12◆,1.13◆,1.10◆,1.07◆,183◆,228◆,527◆,341◆
20191017,1.11,1.12,1.11,1.11,180,1.12,1.13◆,1.10◆,1.07◆,185◆,228□,525□,342◆
20191018,1.11,1.12,1.1,1.11,212,1.12,1.13◆,1.10◆,1.07◆,184□,231◆,525□,342◆
20191021,1.11,1.11,1.07,1.09,578,1.11□,1.12□,1.10◆,1.07◆,264◆,224□,533◆,346◆
20191022,1.09,1.09,1.07,1.08,724,1.10□,1.12□,1.11◆,1.07◆,401◆,239◆,541◆,344□
20191023,1.08,1.08,1.07,1.07,57,1.09□,1.12□,1.11◆,1.07◆,350□,226□,539□,343□
20191024,1.07,1.1,1.07,1.09,304,1.09□,1.12□,1.11◆,1.07◆,375◆,234◆,542◆,344◆
20191025,1.09,1.09,1.07,1.08,233,1.08□,1.11□,1.11◆,1.07◆,379◆,233□,544◆,343□
20191028,1.08,1.09,1.07,1.08,235,1.08□,1.11□,1.11◆,1.07◆,311□,229□,547◆,343◆
20191029,1.08,1.08,1.07,1.07,242,1.08□,1.11□,1.11◆,1.07◆,214□,230◆,550◆,343□
20191030,1.07,1.09,1.07,1.08,48,1.08◆,1.10□,1.11◆,1.07◆,213□,216□,548□,343◆
20191031,1.08,1.09,1.08,1.09,225,1.08,1.10□,1.11◆,1.07◆,197□,218◆,551◆,343□
20191101,1.08,1.09,1.08,1.09,50,1.08◆,1.10□,1.11◆,1.07◆,160□,217□,548□,341□
20191104,1.09,1.09,1.07,1.08,188,1.08,1.10□,1.11◆,1.07◆,151□,224◆,547□,340□
20191105,1.09,1.09,1.08,1.08,397,1.09◆,1.10□,1.11◆,1.07◆,182◆,241◆,552◆,338□
20191106,1.08,1.08,1.07,1.08,148,1.09,1.09□,1.11◆,1.07◆,202◆,237□,553◆,339◆
20191107,1.08,1.08,1.07,1.07,275,1.08□,1.09□,1.11◆,1.07◆,212◆,242◆,556◆,340◆
20191108,1.08,1.08,1.07,1.08,133,1.08□,1.09□,1.11◆,1.08◆,228◆,238□,556◆,340◆
20191111,1.08,1.09,1.07,1.08,488,1.08,1.09□,1.11□,1.08◆,288◆,254◆,477□,342◆
20191112,1.08,1.09,1.08,1.08,86,1.08,1.09□,1.11□,1.08◆,226□,256◆,467□,342◆
20191113,1.09,1.11,1.09,1.11,477,1.09◆,1.09□,1.11◆,1.08◆,292◆,264◆,467◆,346◆
20191114,1.12,1.13,1.11,1.12,487,1.10◆,1.09◆,1.12◆,1.08◆,334◆,279◆,468◆,349◆
20191115,1.12,1.12,1.09,1.11,191,1.10◆,1.09,1.12◆,1.08◆,346◆,278□,468□,350◆
20191118,1.11,1.11,1.09,1.09,230,1.10◆,1.09,1.12□,1.08◆,294□,261□,443□,352◆
20191119,1.11,1.17,1.1,1.13,1131,1.11◆,1.09◆,1.12□,1.08◆,503◆,281◆,436□,360◆
20191120,1.14,1.18,1.13,1.16,817,1.12◆,1.09◆,1.12□,1.08◆,571◆,319◆,428□,365◆
20191121,1.17,1.17,1.09,1.12,536,1.12,1.10◆,1.11□,1.08◆,581◆,331◆,418□,369◆
20191122,1.13,1.14,1.11,1.12,250,1.13◆,1.10◆,1.11□,1.08◆,593◆,332◆,402□,367□
20191125,1.12,1.13,1.11,1.13,504,1.13◆,1.10◆,1.11◆,1.08◆,648◆,345◆,392□,371◆
20191126,1.14,1.14,1.11,1.11,382,1.13□,1.10◆,1.11□,1.08◆,498□,352◆,379□,373◆
20191127,1.11,1.12,1.09,1.11,511,1.12□,1.10◆,1.11□,1.08◆,437□,375◆,369□,376◆
20191128,1.09,1.1,1.09,1.1,328,1.12□,1.10◆,1.11□,1.09◆,395□,381◆,350□,378◆
20191129,1.1,1.11,1.1,1.1,78,1.11□,1.10◆,1.11□,1.09◆,361□,382◆,333□,377□
20191202,1.11,1.11,1.09,1.11,115,1.11□,1.11◆,1.11□,1.09◆,283□,378□,321□,377◆
20191203,1.1,1.11,1.09,1.11,326,1.11,1.11◆,1.11□,1.09◆,272□,375□,314□,379◆
20191204,1.1,1.11,1.1,1.11,203,1.11,1.11◆,1.11□,1.09◆,210□,378◆,303□,380◆
20191205,1.11,1.11,1.09,1.1,86,1.11,1.11◆,1.11□,1.09◆,162□,368□,291□,379□
20191206,1.1,1.11,1.09,1.1,101,1.11,1.11◆,1.11,1.09◆,166◆,366□,281□,379□
20191209,1.1,1.11,1.09,1.11,203,1.11,1.11◆,1.11◆,1.09◆,184◆,352□,279□,379◆
20191210,1.1,1.1,1.09,1.1,73,1.11□,1.11◆,1.11◆,1.09◆,133□,352□,276□,379◆
20191211,1.1,1.11,1.09,1.1,298,1.10□,1.11□,1.11◆,1.09◆,152◆,343□,278◆,381◆
20191212,1.11,1.11,1.09,1.09,127,1.10□,1.11□,1.11□,1.09◆,161◆,325□,277□,381◆
20191213,1.1,1.12,1.1,1.11,191,1.10◆,1.11,1.11◆,1.09◆,179◆,325,278◆,382◆
20191216,1.1,1.1,1.09,1.1,258,1.10□,1.11◆,1.11□,1.09◆,190◆,326◆,270□,383◆
