ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20201217,14.05,14.3,13.85,14.2,272151,13.90◆,11.88◆,0,0,463696□,424668◆,0,0
20201218,14.2,14.35,13.8,13.8,271789,14.00◆,12.10◆,0,0,422288□,431925◆,0,0
20201221,14,14.35,13.5,14.05,305745,13.97□,12.33◆,0,0,336915□,442577◆,0,0
20201222,14.1,15,13.9,14,587355,14.00◆,12.54◆,0,0,345499◆,462376◆,0,0
20201223,14.4,14.7,14.15,14.25,335322,14.06◆,12.77◆,0,0,354473◆,472426◆,0,0
20201224,14.4,14.45,14,14.05,193620,14.03□,12.98◆,0,0,338766□,474043◆,0,0
20201225,14.25,14.6,14.25,14.35,214983,14.14◆,13.20◆,0,0,327405□,476092◆,0,0
20201228,14.55,15.5,14.55,15.35,676741,14.40◆,13.46◆,0,0,401604◆,495302◆,0,0
20201229,15.7,15.95,15.05,15.45,424855,14.69◆,13.68◆,0,0,369104□,471320□,0,0
20201230,15.35,15.4,14.7,14.8,370115,14.80◆,13.83◆,0,0,376063◆,451739□,0,0
20201231,14.75,14.8,13.9,14.1,473349,14.81◆,13.94◆,0,0,432009◆,453950◆,0,0
20210104,14.15,14.6,14.15,14.35,257934,14.81,14.01◆,0,0,440599◆,429999□,0,0
20210105,14.5,14.5,13.9,14,213402,14.54□,14.08◆,0,0,347931□,394510□,0,0
20210106,13.95,14,12.85,13.3,459851,14.11□,14.11◆,0,0,354930◆,403049◆,0,0
20210107,13.9,13.9,13.45,13.55,264288,13.86□,14.11,0,0,333765□,390679□,0,0
20210108,13.45,13.5,13.05,13.35,220772,13.71□,14.11◆,0,0,283250□,379430□,0,0
20210111,13.5,13.7,13.25,13.45,175564,13.53□,14.12◆,0,0,266776□,364267□,0,0
20210112,13.45,13.5,13,13.05,201733,13.34□,14.06□,0,0,264442□,337723□,0,0
20210113,13.3,14.25,13.25,13.9,471148,13.46◆,14.07◆,0,0,266701◆,334059□,0,0
20210114,14.15,14.25,13.8,13.8,216870,13.51◆,14.06□,0,0,257218□,330379□,0,0
20210115,14,14.25,13.6,13.95,229255,13.63◆,14.05□,0,0,258914◆,328235□,0,0
20210118,14.2,14.4,13.9,14,327384,13.74◆,14.06◆,0,0,289278◆,331014◆,0,0
20210119,14.05,14.15,13.75,13.8,141705,13.89◆,14.04□,0,0,277273□,322812□,0,0
20210120,13.9,14,13,13.05,297403,13.72□,14.00□,0,0,242524□,308315□,0,0
20210121,13.3,13.8,13.2,13.25,202179,13.61□,13.95□,0,0,239585□,301658□,0,0
20210122,13.35,13.6,13.25,13.6,109627,13.54□,13.92□,0,0,215660□,297458□,0,0
20210125,13.55,13.8,13.5,13.7,119090,13.48□,13.89□,0,0,174001□,292663□,0,0
20210126,13.55,13.65,13.25,13.3,122899,13.38□,13.79□,0,0,170240□,264971□,0,0
20210127,13.4,13.45,12.9,13,222364,13.37□,13.67□,0,0,155232□,254847□,0,0
20210128,12.65,12.8,12.45,12.75,192382,13.27□,13.56□,0,0,153273□,245960□,0,0
20210129,13.05,13.4,12.95,13.05,236806,13.16□,13.51□,0,0,178708◆,234133□,0,0
20210201,13.35,13.8,13.3,13.7,292983,13.16,13.48□,0,0,213487◆,235885◆,0,0
20210202,14.2,14.35,13.8,14.05,404616,13.31◆,13.48◆,12.58,0,269830◆,245446◆,318133,0
20210203,14.05,14.65,13.75,14.4,528748,13.59◆,13.54◆,12.66◆,0,331107◆,248891◆,324117◆,0
20210204,14.55,14.9,14.15,14.4,525975,13.92◆,13.58◆,12.74◆,0,397826◆,261975◆,329758◆,0
20210205,15.05,15.15,14.55,14.6,420480,14.23◆,13.64◆,12.83◆,0,434561◆,271961◆,333827◆,0
20210217,15.35,15.4,14.85,15,304310,14.49◆,13.72◆,12.92◆,0,436826◆,278398◆,335418◆,0
20210218,15,15.15,14.75,15,165140,14.68◆,13.82◆,13.02◆,0,388931□,276568□,336213◆,0
20210219,15.15,15.45,15.1,15.45,368707,14.89◆,13.89◆,13.13◆,0,356923□,271446□,340306◆,0
20210222,15.7,16.45,15.6,16.35,516279,15.28◆,14.02◆,13.24◆,0,354983□,286417◆,346537◆,0
20210223,16.15,16.4,15.9,16.15,266637,15.59◆,14.13◆,13.35◆,0,324215□,288286◆,347063◆,0
20210224,16.5,17.4,16.45,16.6,510229,15.91◆,14.26◆,13.47◆,0,365399◆,297428◆,353456◆,0
20210225,17.25,18.05,17.05,17.8,660929,16.47◆,14.46◆,13.61◆,0,464556◆,323389◆,362926◆,0
20210226,17.25,17.5,16.9,17,431255,16.78◆,14.66◆,13.73◆,0,477066◆,330082◆,366924◆,0
20210302,17.8,17.85,16.65,16.7,310720,16.85◆,14.83◆,13.85◆,0,435954□,335509◆,369864◆,0
20210303,17,17.05,16.4,17,293821,17.02◆,15.00◆,13.97◆,0,441391◆,344719◆,372073◆,0
20210304,16.7,17.3,16.6,17.1,385962,17.12◆,15.17◆,14.09◆,0,416538□,358062◆,375606◆,0
20210305,16.85,16.9,16.5,16.55,308717,16.87□,15.33◆,14.19◆,0,346095□,367353◆,375875◆,0
20210308,16.95,17.15,16.6,16.6,269231,16.79□,15.51◆,14.29◆,0,313690□,369696◆,365288□,0
20210309,16.75,17,16.3,16.7,231865,16.79,15.71◆,14.37◆,0,297919□,371671◆,356457□,0
20210310,17,17.1,16.5,16.5,209120,16.69□,15.88◆,14.45◆,0,280979□,370286□,352790□,0
20210311,16.55,16.7,16.5,16.6,100132,16.59□,16.03◆,14.51◆,0,223813□,360644□,342176□,0
20210312,16.8,17.05,16.55,17,206952,16.68◆,16.18◆,14.58◆,0,203460□,350761□,330239□,0
20210315,17,17,16.6,16.6,164561,16.68,16.29◆,14.64◆,0,182526□,332551□,328164□,0
20210316,16.75,16.95,16.65,16.7,110558,16.68,16.40◆,14.70◆,0,158265□,311780□,321478□,0
20210317,16.7,16.9,16.6,16.8,118296,16.74◆,16.51◆,14.76◆,0,140100□,296671□,316021□,0
20210318,16.9,17.4,16.9,17.1,284280,16.84◆,16.62◆,14.82◆,0,176930◆,295670□,312778□,0
20210319,17,17.35,16.8,17.15,229159,16.87◆,16.72◆,14.87◆,0,181371◆,298871◆,304387□,0
20210322,17.55,18.85,17.25,18.85,727877,17.32◆,16.89◆,14.95◆,0,294034◆,316829◆,307445◆,0
20210323,19.2,19.85,18.65,19,876103,17.78◆,17.03◆,15.04◆,0,447143◆,334820◆,317205◆,0
20210324,18.95,20.3,18.9,20.2,738304,18.46◆,17.23◆,15.14◆,0,571145◆,358404◆,324975◆,0
20210325,20.3,20.65,19.2,19.55,810775,18.95◆,17.38◆,15.23◆,0,676444◆,373431◆,333958◆,0
20210326,19.8,20.15,19.4,20,451057,19.52◆,17.49◆,15.33◆,0,720823◆,362937□,336380◆,0
20210329,20.15,21.95,20.15,21.2,730497,19.99◆,17.70◆,15.45◆,0,721347◆,377899◆,338765◆,0
20210330,21.5,21.95,21.2,21.55,471046,20.50◆,17.94◆,15.57◆,0,640336□,385916◆,341027◆,0
20210331,21.6,21.7,21,21.1,307247,20.68◆,18.14◆,15.69◆,0,554125□,386587◆,342921◆,0
20210401,21.3,21.45,20.7,21.35,310435,21.04◆,18.36◆,15.81◆,0,454057□,382811□,344512◆,0
20210406,21.95,22.2,21.6,21.7,345775,21.38◆,18.61◆,15.91◆,0,433000□,384664◆,338996□,0
20210407,21.7,23.5,21.45,23.5,600173,21.84◆,18.96◆,16.05◆,0,406935□,401211◆,341918◆,0
20210408,23.8,24.2,23.2,24,427465,22.33◆,19.32◆,16.20◆,0,398219□,410991◆,342874◆,0
20210409,24.45,25.9,24.3,24.65,664848,23.04◆,19.73◆,16.38◆,0,469739◆,433777◆,346065◆,0
20210412,25.5,27.05,25.05,27,625991,24.17◆,20.25◆,16.59◆,0,532851◆,460070◆,352200◆,0
20210413,25.4,26.25,24.35,24.4,1095000,24.71◆,20.62◆,16.76◆,0,682696◆,504472◆,366893◆,0
20210414,24.25,24.75,22,23.15,969121,24.64□,20.95◆,16.92◆,0,756485◆,544700◆,375381◆,0
20210415,23.45,24.1,23.25,23.4,379898,24.52□,21.28◆,17.09◆,0,746972□,558167◆,377308◆,0
20210416,23.7,24.35,23.3,24.35,261653,24.46□,21.66◆,17.27◆,0,666333□,565335◆,377989◆,0
20210419,24.75,25.65,23.85,25.25,452468,24.11□,22.07◆,17.47◆,0,631628□,573745◆,382604◆,0
20210420,25.45,26.1,24.85,25.5,331853,24.33◆,22.49◆,17.68◆,0,478999□,578879◆,384773◆,0
20210421,26.15,28,25.95,27.55,694182,25.21◆,22.92◆,17.90◆,0,424011□,577195□,388490◆,0
20210422,29.05,29.9,26.3,26.95,815315,25.92◆,23.32◆,18.12◆,0,511094◆,574155□,398464◆,0
20210423,27.05,28.1,26.05,27.75,453693,26.60◆,23.70◆,18.35◆,0,549502◆,559925□,402205◆,0
20210426,28.2,29,27.65,28.9,446138,27.33◆,24.16◆,18.60◆,0,548236□,541693□,404184◆,0
20210427,29.85,30.7,29.25,29.75,600474,28.18◆,24.65◆,18.87◆,0,601961◆,549164◆,411830◆,0
20210428,30.1,32,30.1,31.15,684382,28.90◆,25.15◆,19.17◆,0,600001□,546858□,418280◆,0
20210429,32.05,32.55,29.8,30.1,657069,29.53◆,25.58◆,19.45◆,0,568351□,556159◆,425861◆,0
20210503,28.35,28.95,27.1,27.1,621471,29.40□,25.88◆,19.67◆,0,601907◆,571870◆,434392◆,0
20210504,26.75,27.75,24.4,25.1,689779,28.64□,26.06◆,19.86◆,0,650635◆,590838◆,443903◆,0
20210505,25.1,26.6,24.5,25.3,472367,27.75□,26.24◆,20.06◆,0,625014□,597167◆,449728◆,0
20210506,26.1,26.55,23.2,24.35,550692,26.39□,26.29◆,20.25◆,0,598276□,594693□,455200◆,0
20210507,25.1,26.75,24,26.75,610351,25.72□,26.42◆,20.49◆,0,588932□,603837◆,462166◆,0
20210510,26.5,26.65,25.4,25.45,490494,25.39□,26.46◆,20.69◆,0,562737□,595120□,466394◆,0
20210511,23,24.1,22.95,22.95,551292,24.96□,26.26□,20.85◆,0,535039□,591385□,470700◆,0
20210512,23,23.35,20.7,21.15,928314,24.13□,26.10□,20.97◆,16.77,626229◆,583050□,479428◆,398780
20210513,20,21.9,19.3,21,726552,23.46□,25.99□,21.08◆,16.87◆,661401◆,570922□,482725◆,403421◆
20210514,21.95,22.7,20.45,20.9,643919,22.29□,25.87□,21.18◆,16.96◆,668114◆,584123◆,484690◆,407224◆
20210517,19.1,20.7,18.85,18.85,622965,20.97□,25.59□,21.25◆,17.04◆,694609◆,602189◆,488065◆,410946◆
20210518,20.2,20.7,19.85,20.7,325729,20.52□,25.36□,21.35◆,17.14◆,649496□,595852□,488422◆,411920◆
20210519,21,22.75,20.7,22.4,763578,20.77◆,25.21□,21.47◆,17.25◆,616549□,617438◆,498396◆,417304◆
20210520,21.65,22.35,20.7,20.8,533093,20.73□,24.87□,21.56◆,17.34◆,577857□,609383□,501136◆,420721◆
20210521,21.4,21.75,20.4,20.7,535725,20.69□,24.56□,21.63◆,17.44◆,556218□,595404□,501460◆,423998◆
20210524,20.2,22.15,20,21.8,498197,21.28◆,24.26□,21.73◆,17.54◆,531265□,597629◆,505319◆,426191◆
20210525,22.3,23.2,22,22.25,682510,21.59◆,23.93□,21.82◆,17.65◆,602621◆,609448◆,508191◆,430823◆
20210526,22.4,22.55,21.4,21.45,357838,21.40□,23.51□,21.88◆,17.75◆,521473□,597316□,503139□,433033◆
20210527,21.25,21.85,21.1,21.8,416609,21.60◆,23.05□,21.96◆,17.85◆,498176□,583927□,502895□,434910◆
20210528,22.3,22.7,22.05,22.3,398147,21.92◆,22.66□,22.06◆,17.95◆,470660□,570981□,504352◆,437108◆
20210531,22.6,24.45,22.4,24.35,924298,22.43◆,22.52□,22.18◆,18.07◆,555881◆,586123◆,514860◆,443467◆
20210601,24.8,25.05,24.1,24.1,686249,22.80◆,22.47□,22.30◆,18.19◆,556628◆,585946□,519865◆,447735◆
20210602,24.3,24.7,23,23.15,569133,23.14◆,22.36□,22.41◆,18.30◆,598887◆,590784◆,524205◆,450040◆
20210603,23.4,23.75,22.65,23.3,442815,23.44◆,22.31□,22.52◆,18.40◆,604129◆,585391□,527098◆,446193□
20210604,23.1,23.7,23.05,23.15,273255,23.61◆,22.13□,22.63◆,18.50◆,579150□,568536□,527788◆,442122□
20210607,23.7,24.35,23,23.6,572590,23.46□,22.04□,22.74◆,18.59◆,508809□,572641◆,533846◆,443318◆
20210608,23.5,23.8,23.15,23.25,240540,23.29□,22.05◆,22.85◆,18.68◆,419667□,557103□,536186◆,439181□
20210609,23.2,23.5,22.25,22.3,355354,23.12□,22.11◆,22.94◆,18.76◆,376911□,528455□,538659◆,434449□
20210610,22.3,22.45,21,21.15,579087,22.69□,22.12◆,23.02◆,18.83◆,404165◆,521082□,545568◆,436866◆
20210611,21.15,21.7,20.8,21.35,329912,22.33□,22.14◆,23.10◆,18.90◆,415497◆,505381□,549224◆,435351□
20210615,20.85,21.2,20.5,20.55,425930,21.72□,22.22◆,23.16◆,18.96◆,386165□,495530□,554351◆,435186□
20210616,20.05,20.05,19.05,19.1,596006,20.89□,22.14□,23.19◆,19.01◆,457258◆,509043◆,559547◆,436162◆
20210617,19.6,21,19.5,21,552856,20.63□,22.07□,23.26◆,19.06◆,496758◆,498507□,564942◆,434664□
20210618,21.1,21.75,20.6,20.6,625396,20.52□,22.06□,23.29◆,19.12◆,506020◆,503122◆,563234□,435339◆
20210621,20.75,21.05,20.35,20.75,332067,20.40□,22.07◆,23.31◆,19.17◆,506451◆,492940□,554166□,435686◆
20210622,21.3,21.45,20.65,20.85,261244,20.46◆,22.02□,23.33◆,19.23◆,473514□,481092□,546215□,435595□
20210623,21.15,21.7,20.9,21.5,403959,20.94◆,21.98□,23.36◆,19.29◆,435105□,467164□,539435□,436696◆
20210624,21.85,21.95,21.35,21.45,265255,21.03◆,21.98,23.38◆,19.36◆,377584□,462535□,536338□,436359□
20210625,21.6,21.7,21,21,227232,21.11◆,21.94□,23.38□,19.41◆,297952□,453066□,527951□,433358□
20210628,21.25,21.6,20.8,21.35,238541,21.23◆,21.89□,23.38□,19.47◆,279246□,445086□,524075□,432551□
20210629,21.45,21.45,20.5,20.5,242821,21.16□,21.70□,23.37□,19.53◆,275562□,411012□,523002□,432961◆
20210630,20.55,20.95,20.2,20.75,167467,21.01□,21.53□,23.36□,19.58◆,228263□,385073□,520619□,432565□
20210701,21.05,21.3,20.65,20.75,173223,20.87□,21.41□,23.34□,19.63◆,209857□,365278□,517743□,428370□
20210702,21,21.75,20.9,21.25,327947,20.92◆,21.31□,23.30□,19.67◆,230000◆,359534□,513206□,427562□
20210705,21.45,21.55,21,21.35,166091,20.92,21.22□,23.26□,19.73◆,215510□,354176□,508850□,425862□
20210706,21.5,21.55,20.8,20.8,169914,20.98◆,21.08□,23.19□,19.78◆,200929□,334042□,500601□,423333□
20210707,20.8,21.15,20.5,20.5,142179,20.93□,20.94□,23.09□,19.84◆,195871□,329124□,492537□,422368□
20210708,20.8,22.1,20.75,20.85,515770,20.95◆,20.87□,23.03□,19.89◆,264380◆,337145◆,482883□,424888◆
20210709,20.85,21.1,20.6,20.7,167069,20.84□,20.85□,22.99□,19.95◆,232205□,316544□,469516□,422448□
20210712,21.2,21.2,20.45,20.5,142620,20.67□,20.81□,22.94□,20.01◆,227511□,307179□,465561□,421434□
20210713,20.65,21,20.35,20.35,174309,20.58□,20.80□,22.87□,20.07◆,228390◆,294598□,464106□,421047□
20210714,20.6,20.6,19.4,19.6,289154,20.40□,20.82◆,22.78□,20.12◆,257785◆,279256□,461384□,421994◆
20210715,19.65,20.15,19.25,20.1,169797,20.25□,20.78□,22.69□,20.18◆,188590□,260103□,458683□,421728□
20210716,20.05,20.5,19.7,19.9,155403,20.09□,20.74□,22.56□,20.23◆,186257□,236603□,449703□,419097□
20210719,19.7,19.75,19.4,19.45,141119,19.88□,20.68□,22.43□,20.28◆,185957□,227056□,438466□,418465□
20210720,19.2,19.35,18.7,18.8,260665,19.57□,20.57□,22.28□,20.32◆,203228◆,227027□,435249□,418727◆
20210721,19.15,19.15,17.85,17.95,355599,19.24□,20.40□,22.10□,20.35◆,216517◆,224609□,433740□,418962◆
20210722,18.55,19.15,18.4,19.05,285514,19.03□,20.28□,21.92□,20.39◆,239660◆,225622◆,428491□,420161◆
20210723,19.5,19.55,18.95,19.45,217327,18.94□,20.20□,21.73□,20.45◆,252045◆,225127□,420707□,419493□
20210726,19.65,19.9,19.5,19.55,162567,18.96◆,20.11□,21.55□,20.50◆,256335◆,221328□,412465□,419163□
20210727,19.45,19.45,18.75,18.75,121718,18.95□,20.02□,21.41□,20.54◆,228545□,215273□,404136□,419264◆
20210728,18.7,19.4,18,19.15,190366,19.19◆,19.94□,21.31□,20.59◆,195499□,216418◆,395812□,419858◆
20210729,19.55,19.6,18.7,18.9,200594,19.16□,19.85□,21.21□,20.64◆,178515□,217786◆,391283□,420505◆
20210730,19,19.2,18.6,18.6,160424,18.99□,19.72□,21.11□,20.68◆,167134□,209410□,384778□,419989□
20210802,18.55,19.15,18.15,19.1,167744,18.90□,19.60□,20.98□,20.74◆,168169◆,209493◆,377401□,419784□
20210803,19.2,19.4,18.85,19.05,131642,18.96◆,19.52□,20.88□,20.79◆,170154◆,207579□,371421□,418907□
20210804,19.7,20.95,19.65,20.95,787330,19.32◆,19.54◆,20.84□,20.85◆,289547◆,239837◆,375355◆,423027◆
20210805,21.5,21.55,20.3,20.6,1023288,19.66◆,19.53□,20.84□,20.90◆,454086◆,265213◆,376937◆,428183◆
20210806,20.2,20.45,19.9,20.05,330680,19.95◆,19.49□,20.82□,20.95◆,488137◆,273393◆,370340□,426532□
20210809,19.85,20.4,19.55,20.1,227930,20.15◆,19.47□,20.81□,20.99◆,500174◆,277659◆,363406□,424048□
20210810,20.2,20.25,19.65,19.7,139993,20.28◆,19.44□,20.82◆,21.04◆,501844◆,275943□,355357□,421711□
20210811,19.7,20.1,19.5,19.75,173565,20.04□,19.45◆,20.80□,21.08◆,379091□,270163□,352821□,420621□
20210812,19.8,20,19.7,19.85,83313,19.89□,19.44□,20.76□,21.12◆,191096□,265839□,341483□,419940□
20210813,19.9,20.1,19.7,19.85,161665,19.85□,19.43□,20.75□,21.15◆,157293□,266152◆,335293□,418214□
20210816,19.75,20,19.35,19.65,162912,19.76□,19.44◆,20.73□,21.18◆,144290□,267242◆,329079□,415269□
20210817,19.75,20,19.55,19.55,176694,19.73□,19.48◆,20.69□,21.21◆,151630◆,263043□,323721□,414520□
20210818,19.65,20.3,19.55,20.25,252408,19.83◆,19.60◆,20.66□,21.24◆,167399◆,257884□,316552□,412371□
20210819,20,20.15,19.1,19.1,214258,19.68□,19.60◆,20.62□,21.25◆,193588◆,254321□,314159□,408649□
20210820,19,19.2,18.25,18.25,314491,19.36□,19.54□,20.56□,21.26◆,224153◆,259179◆,312457□,407676□
20210823,18.05,18.45,17.95,18.35,227134,19.10□,19.48□,20.49□,21.28◆,236997◆,262408◆,309607□,406980□
20210824,18.1,18.25,16.9,17,462192,18.59□,19.39□,20.37□,21.28,294097◆,279431◆,301905□,408383◆
20210825,17.05,17.55,17,17.15,198503,17.97□,19.29□,20.26□,21.28◆,283316□,279838◆,293776□,406821□
20210826,17.3,17.4,17.1,17.1,109564,17.57□,19.20□,20.15□,21.28◆,262377□,275287□,286117□,405161□
20210827,17.3,17.85,17.2,17.55,201386,17.43□,19.15□,20.06□,21.29◆,239756□,277335◆,282093□,404596□
20210830,17.6,17.7,17.25,17.35,99838,17.23□,19.06□,19.96□,21.29◆,214297□,273939□,279203□,403495□
20210831,17.35,17.35,16.85,17.25,204508,17.28◆,18.97□,19.86□,21.30◆,162760□,277583◆,273068□,403457□
20210901,17.15,17.55,17.05,17.2,133877,17.29◆,18.78□,19.76□,21.30◆,149835□,244910□,271290□,403738◆
20210902,17.25,17.3,16.8,16.8,136557,17.23□,18.59□,19.66□,21.30□,155233◆,200574□,267644□,403151□
20210903,16.9,17,16.6,16.65,105557,17.05□,18.42□,19.59□,21.30◆,136068□,189317□,259752□,402660□
20210906,16.1,16.65,15.65,16.4,246751,16.86□,18.24□,19.51□,21.30□,165450◆,190258◆,258365□,403795◆
20210907,16.75,17.1,16.55,16.8,196481,16.77□,18.09□,19.44□,21.3,163845□,193083◆,254541□,404446◆
20210908,16.65,16.7,16.35,16.45,89794,16.62□,17.93□,19.40□,21.30□,155028□,188894□,246104□,402826□
20210909,16.6,16.85,16.55,16.8,85683,16.62,17.78□,19.33□,21.29□,144853□,189013◆,238318□,401630□
20210910,16.95,17.3,16.95,17.1,138150,16.71◆,17.64□,19.27□,21.28□,151372◆,187837□,230197□,396716□
20210913,17.1,17.2,16.8,16.9,63624,16.81◆,17.50□,19.21□,21.26□,114747□,182873□,225723□,389945□
20210914,17,17.1,16.5,16.6,72095,16.77□,17.35□,19.14□,21.23□,89869□,177643□,222571□,384393□
20210915,16.6,16.95,16.5,16.55,94134,16.79◆,17.17□,19.05□,21.21□,90737◆,169729□,217407□,378421□
20210916,16.7,16.75,16.25,16.4,79472,16.71□,17.03□,18.97□,21.18□,89495□,162990□,214311□,375325□
20210917,16.4,16.7,16.25,16.5,105118,16.59□,16.95□,18.89□,21.14□,82889□,152521□,212276□,370113□
20210922,16.1,16.5,15.7,16.5,169637,16.51□,16.85□,18.81□,21.09□,104091◆,149646□,211127□,367601□
20210923,16.65,16.65,16.1,16.3,114418,16.45□,16.82□,18.74□,21.05□,112556◆,132257□,208987□,365994□
20210924,16.45,16.8,16.4,16.5,141632,16.44□,16.79□,18.67□,21.01□,122056◆,129414□,208557□,364588□
20210927,16.6,17.55,16.55,17.55,366097,16.67◆,16.81◆,18.62□,20.98□,179381◆,142241◆,211771◆,364757◆
20210928,17.2,17.35,17,17.05,175336,16.78◆,16.78□,18.55□,20.93□,193424◆,140938□,209228□,361217□
20210929,16.75,17.3,16.7,17.25,213567,16.93◆,16.78□,18.48□,20.87□,202210◆,146625◆,210019◆,359434□
20210930,17.5,17.8,17,17,194674,17.07◆,16.77□,18.42□,20.81□,218261◆,146133□,210432◆,355516□
20211001,17,17.25,16.85,16.85,136493,17.14◆,16.75□,18.36□,20.72□,217234□,146264◆,210337□,351437□
20211004,17.1,17.2,16.5,16.5,127314,16.93□,16.73□,18.28□,20.66□,169477□,145801□,203863□,343373□
20211005,16.35,17.2,16.3,16.95,165963,16.91□,16.75◆,18.22□,20.60□,167602□,148822◆,203844□,336680□
20211006,16.85,16.95,16.4,16.4,143537,16.74□,16.75,18.15□,20.55□,153596□,143661□,203859◆,334710□
20211007,16.55,16.7,16.4,16.45,69482,16.63□,16.73□,18.09□,20.48□,128558□,137311□,202112□,333109□
20211008,16.5,16.8,16.3,16.35,63770,16.53□,16.73□,18.03□,20.41□,114013□,136010□,198356□,329870□
20211012,16.25,16.35,15.85,15.9,104672,16.41□,16.68□,17.96□,20.33□,109485□,136959◆,197270□,327977□
20211013,16,16.1,15.5,15.5,95879,16.12□,16.60□,17.89□,20.22□,95468□,134846□,196278□,322991□
20211014,15.7,16.1,15.55,15.95,79152,16.03□,16.55□,17.83□,20.13□,82591□,135622◆,195246□,316856□
20211015,16.35,16.4,16.05,16.15,66951,15.97□,16.53□,17.79□,20.04□,82085□,135365□,192017□,313633□
20211018,16.15,16.25,15.7,15.8,79799,15.86□,16.49□,17.75□,19.93□,85291◆,134648□,187420□,310580□
20211019,15.95,16.2,15.8,16,67403,15.88◆,16.47□,17.70□,19.81□,77837□,134045□,183785□,306138□
20211020,16.1,16.15,15.6,15.6,121960,15.90◆,16.43□,17.64□,19.68□,83053◆,134887◆,182196□,301451□
20211021,15.55,15.6,15.15,15.45,145457,15.80□,16.38□,17.57□,19.56□,96314◆,133678□,181911□,297188□
20211022,15.45,15.5,15,15.05,105589,15.58□,16.31□,17.51□,19.46□,104042◆,133236□,181642□,292889□
20211025,14.85,15.3,14.85,15.25,79069,15.47□,16.25□,17.44□,19.38□,103896□,130108□,179787□,287800□
20211026,15.4,15.45,15,15.1,96386,15.29□,16.13□,17.38□,19.29□,109692◆,116623□,178050□,284666□
20211027,15.1,15.4,15.05,15.35,80525,15.24□,16.04□,17.33□,19.22□,101405□,111882□,176718□,280748□
20211028,16,16.8,15.85,16.25,356647,15.40◆,15.99□,17.28□,19.13□,143643◆,119036◆,179867◆,278634□
20211029,16.7,16.85,16.25,16.7,256562,15.73◆,15.98□,17.24□,19.06□,173838◆,122131◆,181949◆,276685□
20211101,16.95,17.05,16.5,16.55,125968,15.99◆,15.96□,17.17□,19.00□,183218◆,121604□,170926□,273140□
20211102,16.65,16.85,16.45,16.55,72368,16.28◆,15.97◆,17.10□,18.97□,178414□,118857□,155077□,266007□
20211103,16.6,17.1,16.55,16.85,172131,16.58◆,15.96□,17.04□,18.93□,196735◆,119165◆,152435□,261387□
20211104,17.1,17.25,16.85,17,121051,16.73◆,15.99◆,16.99□,18.90□,149616□,118041□,150654□,257030□
