ら 戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20171227,16.35,16.7,16.35,16.65,19058,0,0,0,0,0,0,0,0
20171228,16.75,16.75,16.55,16.55,13346,0,0,0,0,0,0,0,0
20171229,16.6,16.7,16.35,16.35,19720,0,0,0,0,0,0,0,0
20180102,16.55,17.95,16.55,17.95,137433,0,0,0,0,0,0,0,0
20180103,18.3,18.5,17.55,17.7,145335,17.04,0,0,0,66979,0,0,0
20180104,17.7,18.15,17.4,18.15,91627,17.34◆,0,0,0,81492◆,0,0,0
20180105,18.45,18.75,18.3,18.7,159120,17.77◆,0,0,0,110647◆,0,0,0
20180108,18.5,18.6,18.1,18.4,50405,18.18◆,0,0,0,116784◆,0,0,0
20180109,18.4,18.4,18.1,18.2,23591,18.23◆,0,0,0,94016□,0,0,0
20180110,18.2,18.25,17.7,17.75,36192,18.24◆,0,0,0,72187□,0,0,0
20180111,17.85,18.4,17.8,17.85,36209,18.18□,0,0,0,61104□,0,0,0
20180112,17.9,18.1,17.75,18,23169,18.04□,0,0,0,33913□,0,0,0
20180115,18.2,18.3,18,18.05,22448,17.97□,0,0,0,28322□,0,0,0
20180116,18,18.05,17.75,17.8,25597,17.89□,0,0,0,28723◆,0,0,0
20180117,17.7,18.15,17.6,18.05,30957,17.95◆,0,0,0,27676□,0,0,0
20180118,18,18.25,17.9,18.1,35392,18.00◆,0,0,0,27513□,0,0,0
20180119,18.1,18.2,17.95,18.05,20708,18.01◆,0,0,0,27021□,0,0,0
20180122,18.05,18.05,17.45,17.5,45055,17.90□,0,0,0,31542◆,0,0,0
20180123,17.45,17.45,17.05,17.15,36784,17.77□,0,0,0,33779◆,0,0,0
20180124,17.15,17.65,17.1,17.6,33351,17.68□,17.73,0,0,34258◆,50275,0,0
20180125,17.5,17.6,17.3,17.4,19646,17.54□,17.77◆,0,0,31109□,50304◆,0,0
20180126,17.4,17.4,17.2,17.25,10384,17.38□,17.80◆,0,0,29044□,50156□,0,0
20180129,17.3,17.5,17.25,17.5,11720,17.38,17.86◆,0,0,22377□,49756□,0,0
20180130,17.5,17.5,17.1,17.2,17129,17.39◆,17.82□,0,0,18446□,43741□,0,0
20180131,17.1,17.35,17,17.25,10448,17.32□,17.80□,0,0,13866□,36997□,0,0
20180201,17.25,17.3,17.1,17.15,14641,17.27□,17.75□,0,0,12865□,33147□,0,0
20180202,17.15,17.15,16.8,16.8,24892,17.18□,17.65□,0,0,15766◆,26436□,0,0
20180205,16.4,16.55,16.15,16.45,26795,16.97□,17.56□,0,0,18781◆,25256□,0,0
20180206,16,16.1,15,15.3,57720,16.59□,17.41□,0,0,26899◆,26962◆,0,0
20180207,15.7,15.95,15.5,15.5,29656,16.24□,17.30□,0,0,30741◆,26635□,0,0
20180208,15.55,15.7,15.2,15.25,22723,15.86□,17.17□,0,0,32357◆,25961□,0,0
20180209,14.6,15.25,14.35,15.1,20606,15.52□,17.02□,0,0,31500□,25833□,0,0
20180212,15.3,15.4,15.1,15.1,15921,15.25□,16.88□,0,0,29325□,25506□,0,0
20180221,15.35,15.7,15.25,15.5,15818,15.29◆,16.76□,0,0,20945□,25017□,0,0
20180222,15.45,15.8,15.45,15.6,19226,15.31◆,16.64□,0,0,18859□,24431□,0,0
20180223,15.7,15.75,15.5,15.5,12160,15.36◆,16.51□,0,0,16746□,23269□,0,0
20180226,15.6,15.65,15.45,15.45,13710,15.43◆,16.38□,0,0,15367□,22919□,0,0
20180227,15.65,15.75,15.45,15.45,16222,15.50◆,16.28□,0,0,15427◆,21478□,0,0
20180301,15.45,15.9,15.45,15.9,24994,15.58◆,16.21□,0,0,17263◆,20888□,0,0
20180302,15.6,15.7,15.5,15.55,17668,15.57□,16.11□,0,0,16951□,20104□,0,0
20180305,15.5,15.6,15.2,15.2,20564,15.51□,16.00□,0,0,18632◆,20150◆,0,0
20180306,15.35,15.4,15.05,15.05,21250,15.43□,15.89□,0,0,20140◆,20693◆,0,0
20180307,15.1,15.3,15.05,15.05,12610,15.35□,15.77□,0,0,19417□,20738◆,0,0
20180308,15.15,15.25,15.1,15.1,8936,15.19□,15.66□,0,0,16206□,20328□,0,0
20180309,15.2,15.6,15.2,15.45,18654,15.17□,15.57□,0,0,16403◆,20738◆,0,0
20180312,15.7,15.95,15.7,15.85,21342,15.30◆,15.51□,0,0,16559◆,21073◆,0,0
20180313,15.85,15.85,15.65,15.7,13851,15.43◆,15.45□,0,0,15079□,20521□,0,0
20180314,15.65,15.7,15.6,15.7,7864,15.56◆,15.42□,0,0,14130□,19575□,0,0
20180315,15.6,15.7,15.55,15.6,6947,15.66◆,15.43◆,0,0,13732□,17036□,0,0
20180316,15.65,15.7,15.5,15.6,11612,15.69◆,15.44◆,0,0,12323□,16134□,0,0
20180319,15.65,16.3,15.6,16.2,36851,15.76◆,15.48◆,0,0,15425◆,16840◆,0,0
20180320,16.1,16.2,16,16.15,20614,15.85◆,15.54◆,0,0,16778◆,16841◆,0,0
20180321,15.9,16.05,15.75,15.9,32190,15.89◆,15.58◆,0,0,21643◆,17654◆,0,0
20180322,15.95,16.05,15.7,15.75,13493,15.92◆,15.59◆,0,0,22952◆,17538□,0,0
20180323,15.3,15.5,15.3,15.4,15710,15.88□,15.58□,0,0,23772◆,17362□,0,0
20180326,15.2,15.3,15.1,15.2,19575,15.68□,15.56□,0,0,20317□,17733◆,0,0
20180327,15.4,15.5,15.2,15.3,11001,15.51□,15.56□,0,0,18394□,17598□,0,0
20180328,15.2,15.25,15.05,15.1,17676,15.35□,15.54□,0,0,15491□,17670◆,0,0
20180329,15.15,15.2,15,15.05,13594,15.21□,15.50□,0,0,15511◆,17100□,0,0
20180330,15.1,15.2,15.05,15.1,10618,15.15□,15.47□,16.44,0,14493□,16748□,29042,0
20180331,15.15,15.2,15.1,15.15,6050,15.14□,15.47□,16.41□,0,11788□,16022□,28825□,0
20180402,15.2,15.3,15.15,15.2,6639,15.12□,15.48◆,16.39□,0,10916□,15291□,28714□,0
20180403,15.15,15.2,15,15.15,8938,15.13◆,15.48◆,16.37□,0,9168□,15108□,28534□,0
20180409,15.15,15.3,15.1,15.15,8607,15.15◆,15.49◆,16.32□,0,8171□,15091□,26387□,0
20180410,15.15,15.2,15.05,15.1,9465,15.15,15.47□,16.28□,0,7940□,14632□,24122□,0
20180411,15.15,15.2,15.05,15.05,9916,15.13□,15.43□,16.23□,0,8713◆,14061□,22761□,0
20180412,15.1,15.15,15,15,10924,15.09□,15.39□,16.17□,0,9570◆,13914□,20291□,0
20180413,15.05,15.15,15,15.05,8202,15.07□,15.36□,16.11□,0,9423□,13931◆,19587□,0
20180416,15.1,15.15,14.9,14.9,7766,15.02□,15.33□,16.06□,0,9255□,13972◆,19323□,0
20180417,14.95,15,14.7,14.7,14754,14.94□,15.28□,16.01□,0,10313◆,14129◆,18966□,0
20180418,14.75,14.95,14.7,14.75,8785,14.88□,15.21□,15.95□,0,10086□,12726□,18509□,0
20180419,14.85,15.1,14.85,14.95,13420,14.87□,15.15□,15.90□,0,10586◆,12366□,18347□,0
20180420,14.95,15.1,14.85,14.95,8888,14.85□,15.10□,15.85□,0,10723◆,11201□,18121□,0
20180423,14.95,15.1,14.9,14.9,7943,14.85,15.06□,15.80□,0,10758◆,10924□,17826□,0
20180424,15,15,14.5,14.55,20685,14.82□,15.02□,15.74□,0,11944◆,11172◆,17655□,0
20180425,14.5,14.5,14.25,14.3,11811,14.73□,14.97□,15.68□,0,12550◆,10784□,17262□,0
20180426,14.45,14.7,14.2,14.2,16603,14.58□,14.92□,15.62□,0,13186◆,11064◆,17194□,0
20180427,14.35,14.4,14.15,14.3,15946,14.45□,14.88□,15.56□,0,14598◆,10978□,16709□,0
20180430,14.8,15.2,14.75,15.1,26067,14.49◆,14.88◆,15.53□,0,18223◆,11601◆,16530□,0
20180502,15.15,15.25,15,15.05,12399,14.59◆,14.88□,15.49□,0,16565□,11691◆,16181□,0
20180503,15.05,15.15,14.95,15,8870,14.73◆,14.87□,15.45□,0,15977□,11832◆,16001□,0
20180504,15.05,15.1,14.9,15,10407,14.89◆,14.86□,15.41□,0,14738□,12020◆,16002◆,0
20180507,15.05,15.2,14.9,14.95,11375,15.02◆,14.85□,15.37□,0,13824□,12142◆,15996□,0
20180508,14.95,15.1,14.9,15.05,6264,15.01□,14.84□,15.33□,0,9863□,12025□,15815□,0
20180509,15.1,15.3,15,15,10712,15.00□,14.84□,15.29□,0,9526□,12087◆,15819◆,0
20180510,15.1,15.1,14.95,14.95,9653,14.99□,14.83□,15.26□,0,9682◆,12074□,15736□,0
20180511,15.1,15.15,14.9,14.95,8028,14.98□,14.83□,15.23□,0,9207□,11929□,15455□,0
20180514,14.95,14.95,14.5,14.65,12495,14.92□,14.81□,15.20□,0,9431◆,12144◆,15217□,0
20180515,14.75,14.9,14.7,14.8,9991,14.87□,14.81□,15.19□,0,10176◆,12255◆,14421□,0
20180516,14.8,14.85,14.65,14.8,6801,14.83□,14.81◆,15.18□,0,9394□,11857□,14040□,0
20180517,14.8,14.85,14.7,14.7,9874,14.78□,14.81□,15.17□,0,9438◆,11912◆,13826□,0
20180518,14.7,14.9,14.7,14.9,9137,14.77□,14.81□,15.16□,0,9660◆,11698□,13635□,0
20180521,15,15.1,14.95,15.1,11604,14.86◆,14.81◆,15.16,0,9482□,11833◆,13563□,0
20180522,15.6,15.8,15.4,15.4,39811,14.98◆,14.84◆,15.16□,0,15446◆,13427◆,13963◆,0
20180523,15.6,15.65,15.25,15.25,15164,15.07◆,14.87◆,15.16□,0,17118◆,13151□,13895□,0
20180524,15.3,15.45,15.2,15.25,14875,15.18◆,14.92◆,15.15□,0,18118◆,13304◆,13940◆,0
20180525,15.25,15.35,15.1,15.1,7747,15.22◆,14.97◆,15.15□,0,17840□,12861□,13841□,0
20180528,15.15,15.5,15.1,15.35,10625,15.27◆,15.02◆,15.14□,0,17645□,12595□,13748□,0
20180529,15.35,15.35,14.95,15.05,13011,15.20□,15.02□,15.13□,0,12285□,11942□,13548□,0
20180530,15.05,15.05,14.7,14.75,15953,15.10□,15.00□,15.12□,0,12442◆,12120◆,13519□,0
20180531,14.85,14.9,14.65,14.85,13421,15.02□,14.99□,15.11□,0,12152□,12348◆,13400□,0
20180601,14.8,14.95,14.7,14.9,5970,14.98□,14.99□,15.11□,0,11796□,12126□,13146□,0
20180604,15,15,14.85,14.95,11242,14.90□,14.99,15.11□,0,11920◆,12119□,13123□,0
20180605,15,15,14.9,15,7737,14.89□,14.99□,15.11□,0,10865□,12193◆,13103□,0
20180606,15,15.1,14.9,14.95,6918,14.93◆,14.98□,15.10□,0,9058□,12003□,12907□,0
20180607,15,15.05,14.85,14.95,7748,14.95◆,14.98,15.08□,0,7923□,11908□,12681□,0
20180608,14.95,14.95,14.75,14.8,9377,14.93□,14.98□,15.07□,0,8605◆,11975◆,12606□,0
20180611,14.8,14.85,14.6,14.65,10389,14.87□,14.98,15.05□,0,8434□,11870□,12648◆,0
20180612,14.65,14.95,14.65,14.75,5924,14.82□,14.97□,15.04□,0,8071□,11667□,12631□,0
20180613,14.8,14.9,14.7,14.75,5093,14.78□,14.97□,15.02□,0,7706□,11581□,12523□,0
20180614,14.75,14.85,14.7,14.75,6324,14.74□,14.97◆,15.00□,0,7422□,11404□,12014□,0
20180615,14.85,14.85,14.7,14.8,5556,14.74,14.97□,14.97□,0,6657□,11225□,11763□,0
20180619,14.75,14.75,14.55,14.55,10327,14.72□,14.94□,14.95□,0,6645□,11161□,11398□,0
20180620,14.55,14.6,14.3,14.35,15500,14.64□,14.89□,14.93□,0,8560◆,9945□,11432◆,0
20180621,14.4,14.45,14.25,14.25,8817,14.54□,14.84□,14.91□,0,9305◆,9628□,11317□,0
20180622,14.25,14.25,14.1,14.1,12414,14.41□,14.78□,14.89□,0,10523◆,9505□,11198□,0
20180625,14.1,14.15,13.8,13.8,13153,14.21□,14.72□,14.87□,0,12042◆,9775◆,11233◆,0
20180626,13.7,13.75,13.2,13.3,21793,13.96□,14.61□,14.84□,0,14336◆,10333◆,11302◆,0
20180627,13.4,13.45,13.05,13.05,17137,13.70□,14.51□,14.80□,0,14663◆,10540◆,11361◆,0
20180628,13,13,12.8,12.95,17397,13.44□,14.42□,14.77□,15.6,16379◆,10612◆,11474◆,20258
20180629,13,13.1,12.9,13,17223,13.22□,14.33□,14.73□,15.57□,17341◆,10802◆,11660◆,20243□
20180702,13.15,13.45,13.15,13.35,15231,13.13□,14.25□,14.70□,15.55□,17756◆,11265◆,11804◆,20259◆
20180703,13.4,13.45,13.15,13.2,10743,13.11□,14.17□,14.67□,15.52□,15546□,11240□,11834◆,20184□
20180704,13.2,13.25,13.05,13.1,3607,13.12◆,14.07□,14.63□,15.48□,12840□,11034□,11750□,19069□
20180705,13.2,13.2,12.9,12.9,7041,13.11□,13.97□,14.60□,15.44□,10769□,11040◆,11710□,17916□
20180706,13,13.05,12.75,12.85,9848,13.08□,13.86□,14.56□,15.39□,9294□,11145◆,11709□,17235□
20180709,12.9,12.95,12.8,12.85,9360,12.98□,13.77□,14.52□,15.35□,8120□,11144□,11683□,15987□
20180710,12.95,13.05,12.9,13,5358,12.94□,13.68□,14.49□,15.30□,7043□,10892□,11635□,15611□
20180711,13,13.25,12.9,13.1,7472,12.94,13.60□,14.46□,15.26□,7816◆,10970◆,11630□,15477□
20180712,13.15,13.2,12.8,12.9,11528,12.94,13.51□,14.43□,15.22□,8713◆,11292◆,11577□,15271□
20180713,13,13.1,12.95,13.1,4824,12.99◆,13.43□,14.40□,15.18□,7709□,11217□,11511□,15010□
20180716,13.2,13.2,13,13,4196,13.02◆,13.34□,14.37□,15.14□,6676□,11149□,11357□,14852□
20180717,13.05,13.2,13,13.2,7875,13.06◆,13.27□,14.34□,15.10□,7179◆,11026□,11340□,14730□
20180718,13.3,13.4,13.2,13.4,8351,13.12◆,13.22□,14.32□,15.06□,7355◆,10669□,11347◆,14587□
20180719,13.4,13.45,13.3,13.45,5788,13.23◆,13.18□,14.30□,15.02□,6207□,10517□,11099□,14377□
20180720,13.45,13.5,13.3,13.4,5485,13.29◆,13.15□,14.28□,14.98□,6339◆,10171□,10993□,14128□
20180723,13.35,13.4,13.25,13.3,5025,13.35◆,13.12□,14.27□,14.94□,6505◆,9764□,10800□,13997□
20180724,13.3,13.55,13.25,13.55,9356,13.42◆,13.13◆,14.26□,14.91□,6801◆,9142□,10690□,13699□
20180725,13.55,13.6,13.45,13.45,4981,13.43◆,13.15◆,14.23□,14.88□,6127□,8535□,10339□,13434□
20180726,13.45,13.65,13.4,13.6,6304,13.46◆,13.19◆,14.20□,14.85□,6230◆,7980□,10237□,13209□
20180727,13.6,13.8,13.5,13.8,7147,13.54◆,13.23◆,14.18□,14.82□,6563◆,7476□,10209□,13105□
20180730,13.8,13.95,13.65,13.75,10016,13.63◆,13.25◆,14.16□,14.79□,7561◆,7215□,10202□,13102□
20180731,13.75,13.9,13.65,13.85,4783,13.69◆,13.28◆,14.14□,14.76□,6646□,6917□,10092□,13044□
20180801,13.85,14.3,13.85,14.15,11662,13.83◆,13.33◆,14.13□,14.73□,7983◆,7320◆,10182◆,12998□
20180802,14.1,14.15,13.85,13.85,10306,13.88◆,13.38◆,14.11□,14.70□,8783◆,7483◆,10175□,12997□
20180803,13.9,14,13.9,14,4152,13.92◆,13.44◆,14.09□,14.68□,8184□,7199□,10084□,12910□
20180806,14.1,14.5,13.95,14.4,15196,14.05◆,13.51◆,14.09□,14.66□,9220◆,7490◆,10203◆,12829□
20180807,14.25,14.5,14.2,14.35,10764,14.15◆,13.58◆,14.08□,14.64□,10416◆,7761◆,10174□,12695□
20180808,14.35,14.4,14,14.15,10226,14.15,13.63◆,14.07□,14.63□,10129□,7898◆,10178◆,12300□
20180809,14.25,14.25,14.05,14.2,4328,14.22◆,13.70◆,14.06□,14.62□,8933□,7538□,10137□,12089□
20180810,14.15,14.15,13.8,13.9,8804,14.20□,13.74◆,14.05□,14.61□,9864◆,7737◆,10119□,11973□
20180813,13.75,13.8,13.35,13.45,9713,14.01□,13.76◆,14.02□,14.59□,8767□,8013◆,10129◆,11882□
20180814,13.5,13.6,13.4,13.5,6148,13.84□,13.78◆,14.00□,14.58□,7844□,7927□,10038□,11800□
20180815,13.5,13.55,13.25,13.3,6953,13.67□,13.77□,13.96□,14.56□,7189□,7857□,9490□,11727□
20180816,13.1,13.3,12.95,13.3,10143,13.49□,13.76□,13.93□,14.54□,8352◆,8075◆,9407□,11651□
20180817,13.3,13.3,13,13,9232,13.31□,13.74□,13.89□,14.52□,8438◆,8262◆,9312□,11626□
20180820,13.05,13.35,13,13.1,8237,13.24□,13.73□,13.86□,14.50□,8143□,8423◆,9321◆,11581□
20180821,13.1,13.5,13.1,13.45,6782,13.23□,13.73□,13.83□,14.48□,8270◆,8294□,9257□,11502□
20180822,13.45,13.65,13.45,13.65,6119,13.30◆,13.74◆,13.80□,14.47□,8103□,8351◆,9142□,11345□
20180823,13.65,13.65,13.45,13.55,4785,13.35◆,13.74□,13.78□,14.45□,7031□,8275□,8956□,11237□
20180824,13.5,13.55,13.35,13.35,6855,13.42◆,13.71□,13.76□,14.43□,6556□,8260□,8846□,11123□
20180827,13.4,13.5,13.35,13.4,5579,13.48◆,13.70□,13.73□,14.42□,6024□,8038□,8840□,10993□
20180828,13.5,13.55,13.35,13.55,16544,13.50◆,13.68□,13.71□,14.41□,7977◆,8627◆,8928◆,11025◆
20180829,12.75,13.1,12.7,13,17771,13.37□,13.62□,13.68□,14.39□,10307◆,8932◆,9095◆,11099◆
20180830,13,13.05,12.8,12.85,7579,13.23□,13.57□,13.64□,14.37□,10866◆,8796□,9106◆,11007□
20180831,12.9,13.05,12.85,13.05,7308,13.17□,13.53□,13.61□,14.35□,10956◆,8953◆,9099□,10890□
20180903,13,13.05,12.9,12.9,4786,13.07□,13.45□,13.58□,14.32□,10798□,8433□,9022□,10814□
20180904,12.95,13,12.8,12.9,4569,12.94□,13.38□,13.55□,14.30□,8403□,8123□,8925□,10787□
20180905,12.85,12.85,12.7,12.7,5741,12.88□,13.31□,13.51□,14.27□,5997□,7899□,8922□,10777□
20180906,12.7,12.75,12.6,12.6,5674,12.83□,13.23□,13.48□,14.25□,5616□,7966◆,8932◆,10727□
20180907,12.6,12.65,12.3,12.35,9919,12.69□,13.15□,13.44□,14.22□,6138◆,8022◆,8992◆,10503□
20180910,12.4,12.4,12.1,12.1,9850,12.53□,13.08□,13.39□,14.18□,7151◆,8029◆,9064◆,10413□
20180911,12.15,12.3,12.15,12.3,5546,12.41□,13.02□,13.36□,14.15□,7346◆,7999□,8984□,10191□
20180912,12.4,12.45,12.15,12.2,6894,12.31□,12.97□,13.32□,14.12□,7577◆,7996□,8840□,10136□
20180913,12.2,12.45,12.2,12.35,6680,12.26□,12.92□,13.29□,14.10□,7778◆,7823□,8805□,10061□
20180914,12.4,12.45,12.25,12.4,5159,12.27◆,12.89□,13.26□,14.08□,6826□,7619□,8684□,9941□
20180917,12.4,12.4,12.2,12.25,3658,12.30◆,12.85□,13.23□,14.05□,5588□,7390□,8526□,9880□
20180918,12.25,12.35,12.2,12.25,4322,12.29□,12.79□,13.22□,14.03□,5343□,7267□,8234□,9768□
20180919,12.35,12.75,12.3,12.7,11272,12.39◆,12.74□,13.21□,14.01□,6218◆,7525◆,8137□,9749□
20180920,12.75,12.75,12.5,12.6,4998,12.44◆,12.69□,13.20□,13.99□,5882□,7535◆,7930□,9702□
20180921,12.6,12.75,12.6,12.75,5994,12.51◆,12.66□,13.20□,13.97□,6049◆,7492□,7743□,9702□
20180925,12.75,12.95,12.75,12.9,5345,12.64◆,12.64□,13.19□,13.95□,6386◆,7481□,7578□,9691□
20180926,12.9,12.95,12.75,12.9,3580,12.77◆,12.60□,13.19□,13.93□,6238□,6832□,7459□,9646□
20180927,12.85,13.1,12.8,13.05,11199,12.84◆,12.61◆,13.19□,13.91□,6223□,6504□,7585◆,9668◆
20180928,13,13.05,12.8,12.8,7537,12.88◆,12.60□,13.19□,13.89□,6731◆,6502□,7594◆,9652□
20181001,12.9,13.1,12.8,13.05,5155,12.94◆,12.6,13.19◆,13.87□,6563□,6394□,7515□,9612□
20181002,13.05,13.05,12.85,12.95,5437,12.95◆,12.61◆,13.19◆,13.86□,6582◆,6427◆,7450□,9566□
20181003,13,13,12.8,12.85,3548,12.94□,12.60□,13.19□,13.84□,6575□,6376□,7420□,9528□
20181004,12.8,12.95,12.7,12.8,6727,12.89□,12.61◆,13.18□,13.82□,5681□,6425◆,7407□,9519□
20181005,12.7,12.8,12.4,12.45,7854,12.82□,12.60□,13.18□,13.80□,5744◆,6534◆,7346□,9461□
20181008,12.4,12.7,12.4,12.45,6302,12.70□,12.61◆,13.16□,13.78□,5974◆,6353□,7371◆,9441□
20181009,12.55,12.7,12.5,12.55,5474,12.62□,12.63◆,13.16□,13.76□,5981◆,6134□,7392◆,9374□
20181011,12.1,12.2,11.5,11.55,25564,12.36□,12.59□,13.13□,13.74□,10384◆,7135◆,7687◆,9513◆
20181012,11.55,11.85,11.4,11.7,13691,12.14□,12.57□,13.10□,13.71□,11777◆,7475◆,7776◆,9561◆
20181015,11.7,11.8,11.6,11.75,6463,12.00□,12.54□,13.07□,13.69□,11499□,7464□,7787◆,9443□
20181016,11.85,12,11.7,11.75,5553,11.86□,12.50□,13.05□,13.66□,11349□,7484◆,7788◆,9391□
20181017,11.9,11.95,11.7,11.7,4669,11.69□,12.48□,13.02□,13.64□,11188□,7534◆,7782□,9291□
20181018,11.75,12.4,11.75,12.15,15024,11.81◆,12.47□,13.00□,13.63□,9080□,8069◆,7877◆,9284□
20181019,12.1,12.35,11.9,12.35,10466,11.94◆,12.45□,12.98□,13.60□,8435□,8029□,7968◆,9154□
20181022,12.15,12.35,12,12.2,8255,12.03◆,12.43□,12.95□,13.58□,8794◆,8192◆,8001◆,9119□
20181023,12.15,12.2,11.85,11.85,7749,12.05◆,12.39□,12.92□,13.55□,9233◆,8280◆,8011◆,9110□
20181024,11.85,12.05,11.65,11.85,9597,12.08◆,12.34□,12.89□,13.53□,10218◆,8492◆,8004□,9103□
20181025,11.5,11.6,11.35,11.4,14461,11.93□,12.26□,12.85□,13.50□,10106□,9036◆,8165◆,9129◆
20181026,11.55,11.65,11.3,11.3,8308,11.72□,12.17□,12.80□,13.47□,9674□,8892□,8109□,9146◆
20181029,11.3,11.35,11.1,11.15,9074,11.51□,12.09□,12.76□,13.43□,9838◆,8969◆,8089□,9132□
20181030,11.2,11.35,11.15,11.35,4736,11.41□,12.01□,12.71□,13.40□,9235□,8948□,8098◆,9091□
20181031,11.35,11.55,11.3,11.4,13221,11.32□,11.93□,12.66□,13.37□,9960◆,9337◆,8065□,9134◆
20181101,11.3,11.4,11.2,11.25,10212,11.29□,11.85□,12.61□,13.35□,9110□,9670◆,8056□,9115□
20181102,11.3,11.4,11.25,11.35,6946,11.30◆,11.78□,12.56□,13.32□,8838□,9681◆,8002□,9090□
20181105,11.35,11.5,11.3,11.4,10809,11.35◆,11.72□,12.52□,13.29□,9185◆,9829◆,8110◆,9123◆
20181106,11.4,11.4,11.25,11.3,6619,11.34□,11.67□,12.47□,13.26□,9562◆,9845◆,8073□,9096□
20181107,11.35,11.4,11.25,11.3,7940,11.32□,11.60□,12.44□,13.23□,8505□,9968◆,8044□,9086□
20181108,11.4,11.45,11.3,11.4,7923,11.35◆,11.60□,12.40□,13.20□,8048□,9086□,8073◆,9056□
20181109,11.4,11.4,11.25,11.25,6998,11.33□,11.57□,12.37□,13.16□,8058◆,8751□,8074◆,8782□
20181112,11.35,11.5,11.3,11.35,5983,11.32□,11.55□,12.34□,13.13□,7093□,8727□,8005□,8706□
20181113,11.3,11.5,11.2,11.4,8977,11.34◆,11.54□,12.31□,13.10□,7564◆,8898◆,8000□,8656□
20181114,11.5,11.7,11.35,11.7,15306,11.42◆,11.54,12.29□,13.07□,9038◆,9430◆,8118◆,8719◆
20181115,11.7,11.8,11.65,11.7,9454,11.48◆,11.51□,12.26□,13.04□,9344◆,9152□,8163◆,8710□
20181116,11.75,11.75,11.55,11.7,8749,11.57◆,11.48□,12.22□,13.01□,9694◆,9066□,8207◆,8674□
20181119,11.7,11.7,11.6,11.7,4488,11.64◆,11.46□,12.19□,12.99□,9395□,8878□,8202□,8579□
20181120,11.65,11.7,11.55,11.65,6399,11.69◆,11.45□,12.17□,12.96□,8879□,8810□,8194□,8520□
20181121,11.6,11.85,11.5,11.7,13283,11.69,11.44□,12.14□,12.93□,8475□,8994◆,8322◆,8581◆
20181122,11.75,11.8,11.55,11.6,10952,11.67□,11.45◆,12.10□,12.91□,8774◆,8819□,8229□,8579□
20181123,11.55,11.6,11.45,11.45,10503,11.62□,11.46◆,12.08□,12.88□,9125◆,8929◆,8108□,8602◆
20181126,11.5,11.8,11.5,11.65,13069,11.61□,11.48◆,12.06□,12.85□,10841◆,9128◆,8200◆,8653◆
20181127,11.6,11.75,11.45,11.75,17989,11.63◆,11.50◆,12.04□,12.82□,13159◆,9791◆,8378◆,8738◆
20181128,11.65,12.25,11.65,12.15,32137,11.72◆,11.54◆,12.02□,12.80□,16930◆,10737◆,8833◆,8928◆
20181129,12.25,12.35,11.95,12,18144,11.80◆,11.58◆,12.01□,12.78□,18369◆,11134◆,9060◆,8993◆
20181130,11.9,11.9,11.65,11.65,65930,11.84◆,11.59◆,11.99□,12.75□,29454◆,14083◆,10063◆,9493◆
20181203,11.85,12.1,11.85,11.95,38458,11.90◆,11.62◆,11.98□,12.73□,34532◆,15465◆,10609◆,9771◆
20181204,12,12.3,11.95,12.25,31166,12.00◆,11.67◆,11.98□,12.71□,37167◆,16693◆,10963◆,9978◆
20181205,12,12.3,12,12.2,16621,12.01◆,11.71◆,11.98◆,12.69□,34064□,17127◆,11076◆,10070◆
20181206,12.2,12.2,11.8,11.9,17385,11.99□,11.74◆,11.97□,12.66□,33912□,17600◆,11274◆,10129◆
20181207,11.95,12.1,11.95,12,7545,12.06◆,11.77◆,11.97□,12.65□,22235□,17627◆,11284◆,10062□
20181210,12,12.05,11.75,11.8,13132,12.03□,11.80◆,11.96□,12.62□,17170□,17984◆,11392◆,10098◆
20181211,11.95,12.15,11.95,12.05,15333,11.99□,11.83◆,11.96□,12.61□,14003□,18302◆,11561◆,10123◆
20181212,12.1,12.15,12,12.15,8645,11.98□,11.85◆,11.95□,12.59□,12408□,17969□,11645◆,10085□
20181213,12.15,12.65,12.1,12.5,26369,12.10◆,11.89◆,11.96◆,12.59□,14205◆,18815◆,12012◆,10123◆
20181214,12.45,12.5,12.2,12.5,11140,12.20◆,11.93◆,11.96□,12.58□,14924◆,18935◆,12010□,10073□
20181217,12.45,12.9,12.45,12.85,22448,12.41◆,11.99◆,11.96◆,12.58□,16787◆,19833◆,12301◆,10115◆
20181218,12.7,12.8,12.5,12.5,14064,12.50◆,12.03◆,11.96□,12.58□,16533□,20216◆,12435◆,10089□
20181219,12.6,12.7,12.4,12.55,10707,12.58◆,12.07◆,11.95□,12.57□,16946◆,20087□,12525◆,10051□
20181220,12.5,12.6,12.2,12.3,9856,12.54□,12.11◆,11.94□,12.56□,13643□,20032□,12629◆,10044□
20181221,12.2,12.3,11.95,12.05,18502,12.45□,12.14◆,11.92□,12.55□,15116◆,20432◆,12751◆,10168◆
20181222,12,12.1,11.95,12.05,4525,12.29□,12.16◆,11.91□,12.55□,11531□,20005□,12701□,10147□
20181224,12.05,12.2,12.05,12.15,3700,12.22□,12.18◆,11.90□,12.54□,9458□,19290□,12676□,10096□
20181225,11.95,12,11.75,11.85,11255,12.08□,12.16□,11.88□,12.53□,9568◆,18246□,12773◆,10112◆
