ら 戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20181226,11.9,12,11.8,11.8,3972,11.98□,12.15□,11.86□,12.52□,8391□,17538□,12780◆,10100□
20181227,12,12.1,11.9,12,7392,11.97□,12.17◆,11.85□,12.51□,6169□,14611□,12792◆,10099□
20181228,12.05,12.1,11.85,11.9,7667,11.94□,12.17□,11.84□,12.51□,6797◆,13071□,12788□,10067□
20190102,12.05,12.05,11.85,11.9,5100,11.89□,12.15□,11.83□,12.50□,7077◆,11768□,12768□,10070◆
20190103,11.9,12,11.8,11.85,5042,11.89,12.13□,11.82□,12.49□,5835□,11189□,12761□,10077◆
20190104,11.8,11.8,11.4,11.6,12340,11.85□,12.12□,11.82◆,12.47□,7508◆,10937□,12541□,10114◆
20190107,11.8,11.95,11.7,11.95,7833,11.84□,12.12□,11.82◆,12.46□,7597◆,10951◆,12443□,10110□
20190108,11.95,12,11.85,11.85,4357,11.83□,12.12◆,11.82◆,12.45□,6935□,10512□,12408□,10098□
20190109,11.95,12.1,11.95,12.05,9373,11.86◆,12.12,11.83◆,12.44□,7789◆,10214□,12472◆,10130◆
20190110,12.05,12.05,11.9,12,2998,11.89◆,12.11□,11.83◆,12.43□,7380□,9932□,12444□,10113□
20190111,12.15,12.2,11.9,11.95,6557,11.96◆,12.08□,11.83□,12.41□,6224□,8942□,12303□,10090□
20190114,11.95,12,11.75,11.75,5772,11.92□,12.05□,11.82□,12.40□,5812□,8673□,12225□,10096◆
20190115,11.85,12.1,11.8,12.1,8561,11.97◆,12.01□,11.82□,12.39□,6652◆,7979□,12230◆,10115◆
20190116,12.1,12.1,11.95,12,6140,11.96□,11.98□,11.82◆,12.37□,6006□,7583□,12203□,10107□
20190117,12,12.05,11.9,12,4402,11.96,11.96□,11.82◆,12.36□,6287◆,7267□,12116□,10060□
20190118,12.05,12.15,12,12.05,3523,11.98◆,11.94□,11.83◆,12.34□,5680□,6951□,11934□,10049□
20190121,12.15,12.15,12.05,12.05,4386,12.04◆,11.94,11.85◆,12.32□,5403□,6245□,11869□,9989□
20190122,12.05,12.1,12,12.1,3333,12.04,11.95◆,11.86◆,12.31□,4357□,6185□,11773□,9931□
20190123,12.05,12.05,11.9,11.9,3724,12.02□,11.93□,11.87◆,12.29□,3874□,6186◆,11756□,9927□
20190124,12,12.05,11.95,12,2567,12.02,11.94◆,11.88◆,12.27□,3507□,5752□,11578□,9822□
20190125,12,12.1,12,12.05,3355,12.02,11.95◆,11.89◆,12.25□,3473□,5721□,11464□,9760□
20190128,12.05,12.1,12,12.05,3769,12.02,11.96◆,11.91◆,12.23□,3350□,5540□,11411□,9706□
20190129,12,12.1,12,12.05,4752,12.01□,11.96◆,11.92◆,12.22□,3634◆,5394□,11310□,9710◆
20190130,12.05,12.1,11.95,11.95,6688,12.02◆,11.97◆,11.93◆,12.20□,4226◆,5474◆,11311◆,9692□
20190211,11.95,12.05,11.9,11.95,8792,12.01□,11.97◆,11.94◆,12.19□,5471◆,5661◆,11326◆,9685□
20190212,11.95,12,11.85,11.9,7365,11.98□,11.99◆,11.95◆,12.17□,6273◆,5412□,11316□,9695◆
20190213,11.95,12,11.8,11.85,5735,11.94□,11.98□,11.96◆,12.16□,6667◆,5308□,11295□,9685□
20190214,11.85,12,11.8,11.9,10807,11.91□,11.98◆,11.97◆,12.15□,7878◆,5630◆,11376◆,9690◆
20190215,11.95,12,11.85,11.85,11639,11.89□,11.97□,11.97◆,12.14□,8868◆,5743◆,11420◆,9710◆
20190218,11.9,11.95,11.85,11.85,5569,11.87□,11.97□,11.98◆,12.13□,8223□,5872◆,11258□,9688□
20190219,11.9,12,11.9,11.9,6503,11.87,11.96□,11.98◆,12.12□,8051□,5869□,11209□,9686□
20190220,11.95,12,11.9,12,10338,11.90◆,11.98◆,11.98◆,12.10□,8971◆,6098◆,11235◆,9721◆
20190221,12,12.3,12,12.25,19089,11.97◆,11.98◆,11.99◆,12.09□,10628◆,6624◆,11478◆,9840◆
20190222,12.2,12.25,12.1,12.15,8717,12.03◆,11.99◆,12.00◆,12.08□,10043□,6753◆,11517◆,9856◆
20190225,12.15,12.35,12.15,12.25,15419,12.11◆,12.00◆,12.01◆,12.07□,12013◆,7304◆,11553◆,9938◆
20190226,12.3,12.6,12.3,12.5,19093,12.23◆,12.03◆,12.03◆,12.07□,14531◆,8082◆,11688◆,9959◆
20190227,12.55,12.65,12.4,12.45,21686,12.32◆,12.05◆,12.04◆,12.06□,16801◆,8947◆,11875◆,9991◆
20190304,12.45,12.55,12.35,12.4,14640,12.35◆,12.06◆,12.06◆,12.06□,15911□,9512◆,11901◆,10050◆
20190305,12.35,12.4,12.15,12.2,8696,12.36◆,12.08◆,12.06◆,12.05□,15907□,9761◆,11746□,10062◆
20190306,12.2,12.3,12.2,12.25,4681,12.36,12.09◆,12.06◆,12.04□,13759□,9867◆,11288□,10061□
20190307,12.2,12.3,12.1,12.15,4266,12.29□,12.09◆,12.07◆,12.04□,10794□,9912◆,11057□,10058□
20190308,12.15,12.25,12.1,12.15,6369,12.23□,12.10◆,12.08◆,12.03□,7731□,10042◆,10064□,10064◆
20190311,12.25,12.3,12.15,12.2,7193,12.19□,12.11◆,12.08◆,12.03□,6241□,10164◆,9543□,10076◆
20190312,12.3,12.35,12.25,12.3,5547,12.21◆,12.12◆,12.08◆,12.03□,5611□,10107□,9116□,10040□
20190313,12.3,12.3,12.15,12.2,4588,12.20□,12.14◆,12.08,12.03◆,5593□,9897□,8916□,9996□
20190314,12.2,12.25,12.05,12.05,8424,12.18□,12.14◆,12.08◆,12.03□,6424◆,9950◆,8766□,10020◆
20190315,12.1,12.2,12.05,12.2,10648,12.19◆,12.16◆,12.09◆,12.03,7280◆,10196◆,8818◆,10051◆
20190318,12.2,12.2,12.1,12.15,6296,12.18□,12.17◆,12.09◆,12.03□,7101□,9970□,8704□,10048□
20190319,12.15,12.2,12.1,12.15,4471,12.15□,12.19◆,12.09◆,12.02□,6886□,9612□,8523□,10042□
20190320,12.15,12.25,12.1,12.15,6924,12.14□,12.20◆,12.09,12.02□,7353◆,9680◆,8495□,10070◆
20190321,12.15,12.2,12.15,12.15,5167,12.16◆,12.22◆,12.09□,12.02□,6701□,9613□,8141□,10077◆
20190322,12.15,12.25,12.15,12.25,7050,12.17◆,12.23◆,12.08□,12.02□,5982□,9448□,8073□,10041□
20190325,12.1,12.1,11.9,11.9,16669,12.12□,12.21□,12.07□,12.01□,8056◆,9327□,7977□,10139◆
20190326,12,12,11.75,11.85,17671,12.06□,12.20□,12.06□,12.01□,10696◆,9775◆,8037◆,10236◆
20190327,11.85,11.85,11.65,11.7,11642,11.97□,12.17□,12.04□,12.00□,11640◆,9586□,8052◆,10288◆
20190328,11.7,11.8,11.6,11.7,7256,11.88□,12.13□,12.03□,11.99□,12058◆,8994□,8009□,10319◆
20190329,11.75,11.95,11.7,11.95,9796,11.82□,12.10□,12.03□,11.98□,12607◆,8400□,7864□,10307□
20190401,11.95,12,11.8,11.85,8919,11.81□,12.08□,12.03□,11.97□,11057□,8114□,7937◆,10319◆
20190402,11.9,11.95,11.85,11.9,6049,11.82◆,12.06□,12.02□,11.96□,8733□,7981□,7976◆,10326◆
20190403,12,12,11.9,12,8483,11.88◆,12.05□,12.03◆,11.95□,8101□,8172◆,7930□,10352◆
20190408,12,12.1,12,12.05,9437,11.95◆,12.04□,12.03◆,11.94□,8537◆,8430◆,8021◆,10401◆
20190409,12.05,12.05,12,12.05,5030,11.97◆,12.04□,12.03◆,11.94□,7584□,8363□,7982□,10387□
20190410,12,12.05,12,12.05,4669,12.01◆,12.03□,12.03◆,11.94□,6734□,8237□,7932□,10360□
20190411,12.05,12.3,12.05,12.2,10454,12.07◆,12.03□,12.04◆,11.93□,7615◆,8482◆,8021◆,10395◆
20190412,12.2,12.25,12.15,12.2,7377,12.11◆,12.03,12.04◆,11.93□,7394□,8622◆,8060◆,10411◆
20190415,12.3,12.7,12.25,12.6,35765,12.22◆,12.05◆,12.06◆,11.94◆,12659◆,9989◆,8450◆,10496◆
20190416,12.7,12.8,12.6,12.65,19309,12.34◆,12.08◆,12.07◆,11.95◆,15515◆,10422◆,8642◆,10542◆
20190417,12.7,12.75,12.6,12.7,16718,12.47◆,12.10◆,12.09◆,11.95◆,17925◆,10943◆,8848◆,10628◆
20190418,12.7,12.8,12.45,12.6,17257,12.55◆,12.13◆,12.10◆,11.96◆,19285◆,11582◆,8979◆,10725◆
20190419,12.7,13,12.65,12.95,28349,12.70◆,12.17◆,12.11◆,11.97◆,23480◆,12653◆,9402◆,10923◆
20190422,13.1,13.6,13.05,13.3,31454,12.84◆,12.22◆,12.13◆,11.98◆,22618□,13968◆,9817◆,11060◆
20190423,13.3,13.45,13.05,13.45,18374,13.00◆,12.28◆,12.16◆,11.99◆,22431□,14534◆,10027◆,11126◆
20190424,13.5,13.6,13.15,13.2,14751,13.10◆,12.35◆,12.18◆,12.00◆,22037□,14438□,10130◆,11180◆
20190425,13.2,13.45,13.2,13.4,12390,13.26◆,12.43◆,12.20◆,12.01◆,21064□,14174□,10234◆,11218◆
20190426,13.35,13.35,13.15,13.3,7471,13.33◆,12.51◆,12.23◆,12.02◆,16888□,13966□,10285◆,11201□
20190429,13.35,13.45,13.25,13.4,10019,13.35◆,12.59◆,12.25◆,12.04◆,12601□,14104◆,10393◆,11164□
20190430,13.5,13.6,13.4,13.55,12902,13.37◆,12.67◆,12.27◆,12.06◆,11507□,14259◆,10535◆,11202◆
20190502,13.6,13.75,13.55,13.75,18595,13.48◆,12.77◆,12.30◆,12.08◆,12276◆,14743◆,10790◆,11281◆
20190503,13.75,13.8,13.55,13.7,13687,13.54◆,12.86◆,12.33◆,12.10◆,12535◆,15125◆,10956◆,11356◆
20190506,13.35,13.35,12.9,13.05,31441,13.49□,12.91◆,12.35◆,12.11◆,17329◆,16273◆,11437◆,11508◆
20190507,13.15,13.2,13,13,15977,13.41□,12.96◆,12.36◆,12.13◆,18521◆,16600◆,11647◆,11556◆
20190508,12.75,13.05,12.6,12.95,14792,13.29□,13.00◆,12.38◆,12.14◆,18899◆,17088◆,11831◆,11621◆
20190509,12.85,12.9,12.55,12.6,16015,13.06□,13.03◆,12.39◆,12.15◆,18383□,17655◆,12019◆,11664◆
20190510,12.55,12.75,12.4,12.5,17885,12.82□,13.04◆,12.40◆,12.16◆,19222◆,18027◆,12205◆,11758◆
20190513,12.5,12.7,12.5,12.6,6559,12.73□,13.06◆,12.41◆,12.17◆,14246□,17986□,12168□,11747□
20190514,12.45,12.45,12.2,12.35,14313,12.60□,13.05□,12.42◆,12.18◆,13913□,16913□,12284◆,11800◆
20190515,12.4,12.5,12.35,12.4,6992,12.49□,13.04□,12.43◆,12.19◆,12353□,16297□,12305◆,11800□
20190516,12.4,12.4,12.15,12.3,8936,12.43□,13.02□,12.43◆,12.20◆,10937□,15908□,12274□,11825◆
20190517,12.4,12.4,12.05,12.05,9760,12.34□,12.99□,12.44◆,12.20◆,9312□,15533□,12242□,11831◆
20190520,12.1,12.2,12.05,12.05,5813,12.23□,12.95□,12.44◆,12.21◆,9163□,14406□,12246◆,11752□
20190521,12.05,12.35,12,12.25,8195,12.21□,12.89□,12.44◆,12.21◆,7939□,13243□,12275◆,11742□
20190522,12.25,12.3,12.05,12.1,6087,12.15□,12.83□,12.45◆,12.22◆,7758□,12629□,12204□,11719□
20190523,12.1,12.1,11.85,11.95,8229,12.08□,12.76□,12.44□,12.22◆,7617□,12303□,12023□,11751◆
20190524,12,12.2,12,12.1,6951,12.09◆,12.70□,12.44□,12.22◆,7055□,12031□,11993□,11755◆
20190527,12.15,12.15,12,12.05,4455,12.09,12.64□,12.44□,12.22◆,6784□,11880□,11811□,11682□
20190528,12.05,12.05,11.9,11.9,15954,12.02□,12.56□,12.43□,12.23◆,8335◆,12177◆,11758□,11723◆
20190529,11.9,12,11.85,11.9,5121,11.98□,12.48□,12.42□,12.23◆,8142□,11788□,11482□,11678□
20190530,11.9,12.05,11.8,11.9,10582,11.97□,12.39□,12.41□,12.23◆,8613◆,11387□,11415□,11658□
20190531,11.95,12.1,11.9,12.1,6766,11.97,12.31□,12.41□,12.24◆,8576□,11041□,11382□,11564□
20190603,12.05,12.05,11.9,11.95,4934,11.95□,12.25□,12.40□,12.23□,8672◆,9716□,11387◆,11338□
20190604,11.95,12,11.85,12,6604,11.97◆,12.20□,12.40□,12.23,6802□,9247□,11426◆,11241□
20190605,12.05,12.1,11.9,12,7360,11.99◆,12.15□,12.40□,12.24◆,7249◆,8876□,11442◆,10753□
20190606,11.95,12,11.9,11.95,4193,12.00◆,12.12□,12.39□,12.24,5972□,8285□,11392□,10468□
20190610,12.05,12.1,11.9,12.05,9184,11.99□,12.10□,12.39□,12.23□,6455◆,7850□,11453◆,10285□
20190611,12.1,12.1,11.95,12.05,5257,12.01◆,12.07□,12.39□,12.23□,6520◆,7784□,11464◆,10190□
20190612,12.05,12.1,12,12.05,4429,12.02◆,12.06□,12.39,12.23◆,6085□,7290□,11397□,10082□
20190613,12.1,12.15,12,12.1,5297,12.04◆,12.04□,12.39□,12.24◆,5672□,7205□,11308□,10063□
20190614,12.05,12.1,12,12.05,3669,12.06◆,12.03□,12.38□,12.24◆,5567□,6942□,11264□,9984□
20190617,12.05,12.1,11.95,11.95,4584,12.04□,12.02□,12.38□,12.24□,4647□,6683□,11266◆,9895□
20190618,12,12.05,11.95,12,3379,12.03□,12.02□,12.38□,12.24□,4272□,6562□,11207□,9851□
20190619,12.05,12.15,12.05,12.15,7401,12.05◆,12.02□,12.38,12.23□,4866◆,6522□,11244◆,9693□
20190620,12.2,12.5,12.2,12.5,18687,12.13◆,12.04◆,12.38◆,12.23,7544◆,7152◆,11438◆,9756◆
20190621,12.55,12.6,12.4,12.45,11892,12.21◆,12.06◆,12.39◆,12.23□,9189◆,7335◆,11359□,9668□
20190624,12.45,12.6,12.35,12.5,12073,12.32◆,12.08◆,12.40◆,12.23,10687◆,7591◆,11265□,9651□
20190625,12.55,12.55,12.45,12.5,5598,12.42◆,12.10◆,12.42◆,12.23□,11130◆,7648◆,11165□,9609□
20190626,12.5,12.7,12.5,12.6,9234,12.51◆,12.14◆,12.43◆,12.23◆,11497◆,7312□,11198◆,9603□
20190627,12.65,12.8,12.6,12.65,11356,12.54◆,12.18◆,12.44◆,12.24◆,10031□,7624◆,11224◆,9544□
20190628,12.65,12.65,12.45,12.45,8203,12.54,12.20◆,12.45◆,12.24◆,9293□,7505□,11212□,9574◆
20190701,12.7,13.1,12.7,13.1,25715,12.66◆,12.25◆,12.47◆,12.25◆,12021◆,8453◆,11539◆,9758◆
20190702,13.25,13.4,13.15,13.3,22190,12.82◆,12.32◆,12.49◆,12.26◆,15340◆,9315◆,11768◆,9849◆
20190703,13.3,13.45,13.3,13.4,14459,12.98◆,12.39◆,12.52◆,12.27◆,16385◆,9708◆,11852◆,9936◆
20190704,13.5,13.6,13.4,13.5,13318,13.15◆,12.47◆,12.54◆,12.29◆,16777◆,10006◆,11990◆,9986◆
20190705,13.55,13.6,13.3,13.55,13197,13.37◆,12.55◆,12.57◆,12.30◆,17776◆,10456◆,12132◆,10032◆
20190708,13.5,13.55,13.15,13.3,21712,13.41◆,12.61◆,12.58◆,12.31◆,16975□,11083◆,12320◆,10170◆
20190709,13.3,13.4,13.2,13.4,7866,13.43◆,12.68◆,12.60◆,12.32◆,14111□,11213◆,12328◆,10194◆
20190710,13.45,13.6,13.4,13.45,7016,13.44◆,12.75◆,12.62◆,12.34◆,12622□,11342◆,11849□,10149□
20190711,13.55,13.55,13.35,13.4,7732,13.42□,12.81◆,12.63◆,12.35◆,11505□,11464◆,11656□,10149□
20190712,13.4,13.4,13.2,13.25,6303,13.36□,12.87◆,12.64◆,12.36◆,10126□,11596◆,11482□,10165◆
20190715,13.25,13.4,13.05,13.35,9826,13.37◆,12.94◆,12.65◆,12.37◆,7749□,11858◆,11358□,10169◆
20190716,13.35,13.5,13.35,13.45,7605,13.38◆,13.01◆,12.66◆,12.39◆,7697□,12069◆,11012□,10207◆
20190717,13.45,13.45,13.25,13.35,7815,13.36□,13.07◆,12.66◆,12.40◆,7856◆,12090◆,10618□,10218◆
20190718,13.4,13.6,13.4,13.5,14547,13.38◆,13.12◆,12.66◆,12.41◆,9219◆,11883□,10555□,10291◆
20190719,13.55,13.7,13.5,13.65,15709,13.46◆,13.18◆,12.67◆,12.43◆,11101◆,12074◆,10571◆,10350◆
20190722,13.7,14.25,13.65,14.15,47006,13.62◆,13.27◆,12.68◆,12.44◆,18537◆,13820◆,11148◆,10691◆
20190723,14.2,14.2,13.9,14,16408,13.73◆,13.34◆,12.69◆,12.46◆,20297◆,14361◆,11297◆,10791◆
20190724,13.9,13.9,13.7,13.75,17494,13.81◆,13.40◆,12.70◆,12.47◆,22233◆,14774◆,11421◆,10907◆
20190725,13.75,14.25,13.65,14.1,21661,13.93◆,13.47◆,12.71◆,12.49◆,23656◆,15289◆,11567◆,11051◆
20190726,14,14.1,13.9,14,12341,14.00◆,13.55◆,12.71◆,12.51◆,22982□,15496◆,11463□,11126◆
20190729,13.95,14.25,13.95,14.2,21340,14.01◆,13.60◆,12.72◆,12.53◆,17849□,15277□,11590◆,11273◆
20190730,14.3,14.7,14.2,14.25,31529,14.06◆,13.65◆,12.74◆,12.54◆,20873◆,15744◆,11592◆,11514◆
20190731,14.3,14.45,14.2,14.4,18710,14.19◆,13.70◆,12.76◆,12.56◆,21116◆,15957◆,11637◆,11642◆
20190801,14.15,14.3,14.05,14.1,17133,14.19,13.73◆,12.78◆,12.58◆,20211□,16148◆,11676◆,11754◆
20190802,13.75,13.75,13.35,13.4,36266,14.07□,13.72□,12.80◆,12.59◆,24996◆,17301◆,12014◆,12016◆
20190805,13.3,13.5,13.25,13.4,16320,13.91□,13.73◆,12.81◆,12.60◆,23992□,17031□,11988□,12097◆
20190806,12.9,13.3,12.9,13.25,19043,13.71□,13.72□,12.82◆,12.62◆,21495□,17590◆,12196◆,12182◆
20190807,13.2,13.45,13.1,13.35,11279,13.50□,13.72□,12.84◆,12.63◆,20008□,17803◆,12145□,12215◆
20190808,13.3,13.4,13.25,13.35,8097,13.35□,13.71□,12.86◆,12.64◆,18201□,17822◆,12164◆,12234◆
20190812,13.3,13.45,13.2,13.35,7231,13.34□,13.72◆,12.87◆,12.65◆,12394□,17868◆,12135□,12205□
20190813,13.3,13.35,13.1,13.1,10100,13.28□,13.71□,12.89◆,12.66◆,11150□,17882◆,12141◆,12192□
20190814,13.15,13.3,12.7,12.9,24240,13.21□,13.68□,12.90◆,12.67◆,12190◆,18714◆,12448◆,12347◆
20190815,12.6,12.85,12.55,12.65,14346,13.07□,13.64□,12.91◆,12.68◆,12803◆,19040◆,12551◆,12413◆
20190816,12.65,12.65,12.4,12.65,19900,12.93□,13.60□,12.92◆,12.68◆,15164◆,19308◆,12781◆,12492◆
20190819,12.6,12.6,12.45,12.45,12383,12.75□,13.54□,12.93◆,12.68◆,16194◆,19141□,12850◆,12436□
20190820,12.45,12.6,12.45,12.5,9138,12.63□,13.46□,12.94◆,12.69◆,16002□,17248□,12887◆,12440◆
20190821,12.45,12.6,12.45,12.5,5997,12.55□,13.38□,12.94◆,12.69◆,12353□,16728□,12912◆,12361□
20190822,12.5,12.8,12.5,12.7,12292,12.56◆,13.33□,12.96◆,12.69◆,11942□,16467□,12851□,12305□
20190823,12.75,12.9,12.75,12.9,6583,12.61◆,13.27□,12.97◆,12.70◆,9279□,15714□,12876◆,12179□
20190826,12.6,12.65,12.5,12.55,10837,12.63◆,13.20□,12.98◆,12.70◆,8970□,15638□,12880◆,12147□
20190827,12.65,12.7,12.55,12.65,7905,12.66◆,13.12□,12.99◆,12.70◆,8723□,14967□,12899◆,12141□
20190828,12.6,12.8,12.6,12.75,4084,12.71◆,13.05□,13.01◆,12.70◆,8340□,13594□,12885□,12136□
20190829,12.75,12.8,12.6,12.65,6011,12.70□,12.96□,13.02◆,12.71◆,7084□,12959□,12875□,12150◆
20190830,12.75,12.85,12.65,12.85,8925,12.69□,12.90□,13.03◆,12.71◆,7553◆,12549□,12901◆,12171◆
20190902,12.9,12.95,12.8,12.85,5815,12.75◆,12.87□,13.05◆,12.72◆,6548□,11026□,12928◆,12160□
20190903,12.85,13,12.8,12.85,5766,12.79◆,12.84□,13.06◆,12.72◆,6120□,10499□,12871□,12162◆
20190904,12.85,13,12.75,12.9,8476,12.82◆,12.82□,13.07◆,12.73◆,6999◆,9970□,12925◆,12194◆
20190905,12.95,13.05,12.9,13.05,10962,12.90◆,12.81□,13.09◆,12.74◆,7989◆,9955□,13033◆,12215◆
20190906,13.05,13.2,12.9,13.15,10940,12.96◆,12.80□,13.11◆,12.75◆,8392◆,10097◆,13128◆,12218◆
20190909,13.15,13.2,13.1,13.2,7195,13.03◆,12.79□,13.13◆,12.76◆,8668◆,10095□,13186◆,12225◆
20190910,13.25,13.3,13.05,13.15,8244,13.09◆,12.79◆,13.15◆,12.76◆,9164◆,10002□,13247◆,12257◆
20190911,13.2,13.2,13,13.1,10743,13.13◆,12.80◆,13.17◆,12.77◆,9617◆,9327□,13370◆,12289◆
20190912,13.2,13.35,13.15,13.3,10000,13.18◆,12.84◆,13.18◆,12.78◆,9425□,9110□,13413◆,12329◆
20190916,13.25,13.25,13,13,14124,13.15□,12.85◆,13.19◆,12.79◆,10061◆,8821□,13337□,12388◆
20190917,12.9,13.1,12.9,13.05,5745,13.12□,12.88◆,13.20◆,12.80◆,9771□,8489□,13235□,12297□
20190918,13.05,13.25,13.05,13.1,8267,13.11□,12.91◆,13.21◆,12.81◆,9776◆,8446□,13171□,12218□
20190919,13.15,13.2,13.05,13.1,4264,13.11,12.94◆,13.22◆,12.82◆,8480□,8359□,13149□,12157□
20190920,13.1,13.2,13.05,13.1,8688,13.07□,12.96◆,13.23◆,12.83◆,8218□,8179□,13140□,12169◆
20190923,13.1,13.2,13.1,13.15,3604,13.10◆,12.98◆,13.24◆,12.84◆,6114□,8030□,13011□,12117□
20190924,13.15,13.2,13,13.05,16585,13.1,13.00◆,13.25◆,12.85◆,8282◆,8317◆,13151◆,12181◆
20190925,13.1,13.2,13.05,13.15,5021,13.11◆,13.03◆,13.25◆,12.86◆,7633□,8173□,12806□,12173□
20190926,13.2,13.2,13.05,13.1,8289,13.11,13.04◆,13.25□,12.87◆,8438◆,8383◆,12574□,12171□
20190927,13.1,13.15,13,13,9643,13.09□,13.06◆,13.24□,12.88◆,8629◆,8565◆,12494□,12173◆
20191001,13.1,13.3,13.05,13.25,8732,13.11◆,13.08◆,13.24□,12.89◆,9654◆,8555□,12417□,12204◆
20191002,13.05,13.1,12.95,13.05,14057,13.11,13.09◆,13.23□,12.90◆,9149□,8967◆,12432◆,12282◆
20191003,12.85,12.9,12.65,12.7,14741,13.02□,13.08□,13.22□,12.90◆,11093◆,9416◆,12315□,12317◆
20191004,12.75,12.85,12.7,12.75,6416,12.95□,13.08□,13.21□,12.91◆,10718□,9313□,12291□,12309□
20191007,12.75,12.85,12.75,12.75,3774,12.90□,13.06□,13.20□,12.91◆,9544□,8954□,12237□,12043□
20191008,12.75,12.9,12.7,12.7,6329,12.79□,13.04□,13.18□,12.91◆,9064□,8723□,12214□,11935□
20191009,12.65,12.75,12.6,12.7,7767,12.72□,13.01□,13.17□,12.91,7806□,8752◆,12238◆,11860□
20191014,12.85,12.95,12.8,12.9,10463,12.76◆,13.00□,13.17□,12.91◆,6950□,8863◆,12249◆,11804□
20191015,12.9,12.95,12.8,12.85,5603,12.78◆,12.99□,13.16□,12.91□,6787□,8606□,12215□,11614□
20191016,12.9,13.1,12.85,13,13385,12.83◆,12.97□,13.15□,12.91□,8710◆,8775◆,12308◆,11463□
20191017,13,13.1,12.95,13.1,4290,12.91◆,12.98◆,13.14□,12.90□,8302□,8283□,12137□,11346□
20191018,13.1,13.25,13,13.15,8961,13.00◆,12.98◆,13.14□,12.90□,8541◆,8444◆,12025□,11298□
20191021,13.2,13.25,13.1,13.25,6330,13.07◆,12.99◆,13.12□,12.90□,7714□,8347□,11347□,11247□
20191022,13.25,13.4,13.15,13.4,15452,13.18◆,13.01◆,13.11□,12.90◆,9684◆,8907◆,11331□,11314◆
20191023,13.4,13.4,13.15,13.2,11624,13.22◆,13.01◆,13.10□,12.90□,9332□,9053◆,11233□,11327◆
20191024,13.2,13.2,13.05,13.1,8673,13.22,13.01□,13.09□,12.90□,10208◆,9307◆,11017□,11292□
20191025,13.1,13.5,13.1,13.2,18664,13.23◆,13.02◆,13.07□,12.89□,12149◆,9411◆,11122◆,11292◆
20191028,13.2,13.25,13,13.05,20612,13.19□,13.01□,13.05□,12.89□,15005◆,10190◆,11110□,11350◆
20191029,13.15,13.15,12.65,12.7,22226,13.05□,12.99□,13.03□,12.88□,16360◆,10887◆,10955□,11273□
20191030,12.7,12.75,12.4,12.6,31013,12.93□,12.97□,13.00□,12.88□,20238◆,11956◆,11160◆,11399◆
20191031,12.65,12.65,12.45,12.5,14556,12.81□,12.93□,12.97□,12.88□,21414◆,12247◆,11117□,11397□
20191101,12.5,12.6,12.45,12.5,8348,12.67□,12.91□,12.96□,12.88□,19351□,11961□,10652□,11333□
20191104,12.6,12.85,12.6,12.8,21559,12.62□,12.91◆,12.95□,12.88◆,19541◆,12302◆,10739◆,11363◆
20191105,12.45,12.7,12.35,12.65,43974,12.61□,12.91□,12.94□,12.88◆,23890◆,14180◆,11155◆,11675◆
20191106,12.55,12.85,12.55,12.8,19175,12.65◆,12.91◆,12.93□,12.88◆,21523□,14950◆,11286◆,11716◆
20191107,12.7,12.85,12.65,12.65,12806,12.68◆,12.91□,12.91□,12.88◆,21173□,15274◆,11365◆,11764◆
20191108,12.7,12.8,12.65,12.75,4050,12.73◆,12.91◆,12.90□,12.89◆,20313□,15088□,11312□,11723□
20191111,12.75,12.85,12.55,12.7,11050,12.71□,12.90□,12.90□,12.89◆,18211□,15118◆,11327◆,11734◆
20191112,12.8,12.8,12.55,12.65,9226,12.71,12.89□,12.89□,12.90◆,11262□,15299◆,11077□,11763◆
20191113,12.6,12.65,12.5,12.6,4872,12.67□,12.87□,12.89□,12.90◆,8401□,14873□,10919□,11735□
20191114,12.6,12.6,12.3,12.35,12756,12.61□,12.83□,12.89□,12.90◆,8391□,15296◆,10800□,11791◆
20191115,12.4,12.5,12.4,12.45,3913,12.55□,12.80□,12.89,12.91◆,8364□,15044□,10659□,11755□
20191118,12.45,12.5,12.35,12.5,4988,12.51□,12.76□,12.89,12.91◆,7151□,14977□,10590□,11738□
20191119,12.5,12.55,12.35,12.5,7046,12.48□,12.71□,12.89,12.92◆,6715□,14557□,10607◆,11760◆
20191120,12.4,12.9,12.3,12.85,28963,12.53◆,12.70□,12.89◆,12.92◆,11533◆,15424◆,10885◆,11868◆
20191121,12.7,12.7,12.5,12.55,7641,12.57◆,12.67□,12.88□,12.93◆,10510□,15372□,10903◆,11889◆
20191122,12.55,12.6,12.4,12.4,8109,12.56□,12.63□,12.88□,12.93◆,11350◆,14844□,10857□,11869□
20191125,12.45,12.5,12.3,12.35,8075,12.53□,12.59□,12.88□,12.93◆,11967◆,14217□,10860◆,11880◆
20191126,12.4,12.5,12.4,12.5,12305,12.53,12.58□,12.87□,12.94◆,13019◆,13721□,10997◆,11941◆
20191127,12.45,12.65,12.4,12.55,14393,12.47□,12.58□,12.87□,12.94◆,10105□,12890□,11137◆,12006◆
20191128,12.55,12.65,12.5,12.55,9610,12.47,12.58◆,12.87□,12.95◆,10499◆,12643□,11148◆,12025◆
20191129,12.6,12.65,12.4,12.4,14455,12.47,12.58□,12.86□,12.95◆,11768◆,12948◆,11292◆,12110◆
